,TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG ESM,ACWG TSM,Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity, Stellar Metallicity err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
0,231663901,101.01,,5,5,5,5,5,5,5,94.0,218.0,0,0,3,KP,KP,12.4069,0.006,,1,spoc,21:14:56.88,-55:52:18.71,12.641,0.044,-16.011,0.041,2459036.904104,0.000393,1.430343,4e-05,1.637794,0.026852,21.90892,0.260952,19976.630024,240.31696,13.576368,0.683587,1281.272865,1525.914348,78.23216,375.31,4.411,5600.0,,4.48851,,0.890774,0.043847,,,27,2018-09-05,2020-09-18,2021-06-01 12:02:45,WASP-46 b
1,149603524,102.01,,5,5,5,5,5,5,5,139.0,149.7,1,2,1,KP,KP,9.7109,0.006,,1,spoc,05:48:33.56,-63:59:17.98,-15.641,0.037,26.046,0.037,2459309.941133,0.000201,4.411869,6.8e-05,3.765322,0.016264,15.257948,0.0731,13954.806031,67.325096,14.617671,0.655605,673.803949,1299.430743,183.5356,175.631,0.588,6280.0,,4.32092,,1.21427,0.054221,0.24,0.05,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37",2018-09-05,2021-07-01,2021-07-13 12:04:39,WASP 62 b
2,336732616,103.01,,5,5,5,5,5,5,5,54.7,136.1,0,0,4,KP,KP,11.5232,0.008,,1,spoc,20:49:49.8,-24:25:43.3,10.426,0.07,15.62,0.051,2458327.25256,0.000586,3.547854,0.000149,3.494333,0.049205,11.377523,0.133944,10424.3718,123.359314,14.581841,0.196435,1212.004376,1504.858953,92.5,411.211,7.752,6351.0,,4.22896,,1.4,,,,1,2018-09-05,2020-10-27,2021-06-01 12:02:45,HATS-3
3,231670397,104.01,,5,5,5,5,5,5,5,58.1,123.1,1,0,2,KP,KP,9.8638,0.006,,1,spoc,21:19:47.93,-58:08:56.16,10.552,0.045,-10.658,0.043,2459038.863566,0.000955,4.087493,0.00032,5.602984,0.075253,3.826381,0.051854,3518.024086,47.758137,13.667798,0.670757,2242.218597,1755.048963,34.222645,316.678,2.9655,6036.0,,3.93359,,2.21867,0.102573,,,"1,27",2018-09-05,2020-09-18,2021-06-01 12:02:45,WASP-73
4,144065872,105.01,,5,5,5,5,5,5,5,207.7,449.0,1,3,0,KP,KP,9.4995,0.006,,1,qlp,22:29:49.88,-48:00:11.16,91.976,0.052,-6.861,0.069,2459084.58501,0.00011,2.18467,0.0,2.718,0.014,12.448485,7.7e-05,11400.0,0.071095,14.167,0.68399,998.015,1565.0,9.0,137.544,0.7905,5630.0,,4.37759,,1.24,0.06,,,"1,28",2018-09-05,2020-11-09,2021-06-01 12:02:45,WASP-95
5,38846515,106.01,,5,5,5,5,5,5,5,88.6,95.7,1,0,3,KP,KP,10.3157,0.006,,1,spoc,04:35:50.36,-64:01:37.34,10.845,0.035,-0.499,0.052,2459309.781185,0.000447,2.849535,9.8e-05,3.760864,0.034719,7.891853,0.061151,7242.312292,56.320515,15.822209,0.718955,2935.459795,1877.322061,124.24465,364.411,2.729,6900.0,,4.438,,1.77457,0.0795,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37",2018-09-05,2021-07-01,2021-07-13 12:04:39,WASP-100b
6,92352620,107.01,,5,5,5,5,5,5,5,190.6,237.5,0,1,2,KP,KP,9.6433,0.006,,1,spoc,20:55:07.98,-34:08:08.7,26.376,0.078,-44.947,0.059,2459039.335846,0.000386,3.949959,0.000128,4.552883,0.028823,14.009334,0.100987,12820.185499,93.008575,19.729856,0.869864,1364.201304,1550.027362,131.48947,211.211,2.4835,6153.0,,4.18077,,1.71036,0.074613,0.22,0.1,"1,27",2018-09-05,2020-09-18,2021-06-01 12:02:45,WASP-94A (planet host)
7,289793076,108.01,,5,5,5,5,5,5,5,44.8,113.2,0,0,4,KP,KP,13.163,0.01,,1,spoc,21:07:50.76,-26:05:48.19,3.479,0.063,-10.313,0.038,2458328.084864,0.000922,3.044616,0.000308,2.561663,0.099007,23.639619,0.907821,21537.575209,835.78503,11.916674,0.456252,315.909422,1075.252335,20.395718,421.855,8.339,5523.0,,4.52192,,0.809868,,,,"1,28",2018-09-05,2020-10-05,2021-06-01 12:02:45,HATS-13
8,29344935,109.01,,5,5,5,5,5,5,5,40.6,89.0,0,0,3,KP,KP,13.2366,0.007,,1,spoc,20:52:51.71,-25:41:14.55,1.053,0.052,-9.881,0.029,2458326.127529,0.001296,2.766764,0.00027,2.643398,0.116306,17.236283,0.546449,15749.856668,503.17117,12.499106,0.530989,505.883054,1209.573553,17.233343,513.011,9.1275,5346.0,,4.48823,,0.984866,,,,"1,28",2018-09-05,2020-10-01,2021-06-01 12:02:45,HATS-14
9,281459670,110.01,,5,5,5,5,5,5,5,79.9,76.4,0,0,1,KP,KP,11.6714,0.006,,1,spoc,00:22:28.45,-59:56:33.32,-22.309,0.036,-4.893,0.034,2458328.040464,0.000446,3.174166,0.00018,2.678868,0.062373,17.156276,0.355732,15677.324772,327.5873,14.755899,0.867575,718.965491,1320.677445,35.681557,342.14,2.912,5943.0,,4.42524,,1.15706,0.063367,-0.1,0.1,"1,2,28,29",2018-09-05,2020-11-06,2021-06-01 12:02:45,HATS-30
10,355703913,111.01,,5,5,5,5,5,5,5,35.9,75.1,1,0,0,KP,KP,13.183,0.006,,1,spoc,00:03:05.88,-62:28:09.54,2.894,0.024,4.911,0.025,2458326.106369,0.001084,2.106098,6.9e-05,1.574766,0.083967,13.580831,0.57385,12430.502967,528.39557,16.683676,14.132685,,,30.581211,508.842,3.896,5380.0,,4.4337,,0.98,,0.245387,0.0875268,"1,2",2018-09-05,2020-10-02,2021-06-01 12:02:45,HATS-34
11,388104525,112.01,,5,5,5,5,5,5,5,90.4,178.6,1,0,3,KP,KP,11.6035,0.006,,1,spoc,03:43:44.07,-65:11:37.61,21.126,0.032,16.543,0.043,2459307.332998,0.000457,2.499739,7.1e-05,2.868659,0.035676,15.969183,0.148132,14600.524118,136.4257,13.841796,0.723121,907.891996,1400.00084,104.74484,302.448,2.004,5650.0,,4.28867,,1.13732,0.057776,,,"1,2,3,4,7,11,27,28,29,30,31,34,37",2018-09-05,2021-07-09,2021-07-13 12:04:39,WASP-119 b
12,97409519,113.01,,5,5,5,5,5,5,5,60.3,67.8,0,0,0,KP,KP,12.1893,0.006,,1,spoc,22:10:51.44,-30:44:58.99,-0.71,0.052,-14.516,0.049,2458327.053085,0.000623,3.372877,0.000147,2.63426,0.043644,18.796923,0.230641,17163.60419,212.40587,14.201803,0.154789,615.165921,1270.187448,81.3,448.637,7.508,6050.0,,4.45061,,1.02,,,,1,2018-09-05,2020-10-27,2021-06-01 12:02:45,WASP-124
13,25155310,114.01,,5,5,5,5,5,5,5,62.5,164.4,0,0,3,KP,KP,10.6103,0.006,,1,spoc,04:13:29.93,-69:13:35.73,63.134,0.045,53.433,0.039,2459307.579384,0.000656,3.288742,0.000147,3.435937,0.048154,7.564411,0.079548,6942.866062,73.26365,10.559197,0.547214,759.352049,1338.845742,78.48167,216.526,0.932,5800.0,,4.28004,,1.24175,0.06108,0.20683,0.0458093,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37",2018-09-05,2021-07-01,2021-07-13 12:04:39,WASP-126 b
14,281541555,115.01,,5,5,5,5,5,5,5,20.9,71.7,0,0,0,KP,KP,13.0417,0.006,,1,spoc,00:26:48.63,-56:18:57.97,21.46,0.027,7.316,0.024,2458329.90069,0.001812,4.743395,0.000469,2.315485,0.127594,13.195579,0.503919,12080.021001,464.01926,9.854356,0.526957,209.709517,970.564237,16.589449,453.808,3.894,5377.0,185.0,4.42476,2.00401,0.877585,,,,"1,2,28,29",2018-09-05,2020-11-06,2021-06-01 12:02:45,HATS-46
15,238176110,116.01,,5,5,5,5,5,5,5,115.9,249.0,0,0,2,KP,KP,11.0443,0.006,,1,spoc,23:51:23.14,-70:09:10.3,96.185,0.041,-1.747,0.038,2459037.52846,0.000256,2.798686,5e-05,2.331443,0.023035,18.128744,0.10093,16558.565009,92.95573,11.711368,0.725567,332.53955,1089.132144,175.47505,149.942,0.5175,4920.0,,4.49371,,0.906655,0.055377,0.32,0.08,"27,28",2018-09-05,2020-10-05,2021-06-01 12:02:45,WASP-91
16,322307342,117.01,,5,5,5,5,5,5,5,39.9,43.7,0,0,0,PC,KP,11.7806,0.006,,1,spoc,01:00:01.46,-58:54:17.01,22.522,0.049,7.594,0.041,2458328.4809,0.00133,3.586586,0.000399,3.317284,0.109222,6.193585,0.17576,5688.262909,161.86824,16.423135,0.964571,1787.402926,1658.346833,24.577686,603.955,10.2025,5704.8,124.8,3.84,0.08,2.00441,0.105699,-0.25,0.0707107,"1,2,28,29",2018-09-05,2020-11-06,2021-06-01 12:02:45,HATS-68
17,266980320,118.01,,2,5,5,4,4,2,4,17.3,112.1,4,4,5,PC,CP,9.179,0.006,,1,qlp,23:18:14.22,-56:54:14.35,313.918,0.039,-20.177,0.043,2458329.199631,0.001235,6.03446,1e-05,2.053,0.324,1.825571,0.000846,1680.0,0.779068,4.63917,0.263023,139.428,957.0,39.0,94.1719,0.2512,5586.0,187.0,4.36763,0.270247,1.05,0.05,,,"1,28",2018-09-05,2020-10-26,2021-06-01 12:02:45,HD 219666 b
18,278683844,119.01,,1,5,5,5,3,1,4,5.2,63.7,4,45,1,PC,PC,9.2789,0.006,,1,spoc,06:36:57.22,-58:00:58.15,51.497,0.042,-205.6,0.049,2459308.387957,0.0024787614,5.54112843793604,6.9453386e-06,2.79736617234741,0.08040263,0.644758,0.016624,593.667805859071,15.311241,2.13836067954083,0.19622079,122.61344244987,848.700134475866,35.426395,66.6187,0.1003,5332.0,184.0,4.56429,0.272717,0.819657027721405,0.048995,,,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37",2018-08-30,2021-07-28,2021-08-10 00:00:00,Some depth-aperture correlation. TFOP work in progress. Multi candidate. Centroid offset but not centered on another star.
19,278683844,119.02,,4,5,5,5,3,4,4,2.6,49.8,4,45,1,PC,PC,9.2789,0.006,,2,spoc,06:36:57.22,-58:00:58.15,51.497,0.042,-205.6,0.049,2458328.044012,0.001155,10.691736,2.4e-05,3.351444,0.118344,0.560041,0.021562,515.684139,19.858896,2.095237,0.1689,51.04322,681.717222,22.655346,66.6187,0.1003,5332.0,184.0,4.56429,0.272717,0.819657,0.048995,,,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36",2018-10-19,2021-07-14,2021-07-26 12:04:42,outer candidate in potential multi
20,394137592,120.01,,3,5,5,3,4,4,4,94.2,228.9,0,0,4,KP,CP,7.1062,0.006,,1,spoc,00:17:47.32,-66:21:32.14,64.763,0.049,-5.056,0.041,2458332.082764,0.000707,11.535076,0.001035,8.555958,0.069027,2.597913,0.031416,2389.90625,28.935114,12.215808,1.480912,,,32.900002,79.5702,0.17345,5479.299805,57.0,3.77,0.08,2.48771,0.298399,-0.02,0.09,1,2018-09-05,2019-12-17,2021-06-01 12:02:45,
21,207081058,121.01,,5,5,5,5,3,5,5,62.4,114.3,1,0,1,PC,APC,9.9358,0.006,,1,qlp,22:07:28.2,-41:48:55.84,49.561,0.042,-9.678,0.057,2459074.32911,0.01323,14.76367,0.00027,6.143,0.188,15.89148,0.001088,14530.0,1.00224,15.9573,0.764266,234.125,1089.0,119.0,182.169,1.0865,6053.0,193.0,4.3135,0.321619,1.23,0.06,,,"1,28",2018-09-05,2020-10-27,2021-06-01 12:02:45,low-mass EB; initially thought to be a warm Jupiter candidate with a possible secondary
22,231702397,122.01,,2,5,5,2,4,3,4,2.7,63.3,11,1,1,PC,CP,13.084,0.007,,1,qlp,22:11:47.58,-58:56:45.91,138.138,0.089,-235.81,0.076,2458329.12149,0.00446,5.07803,3e-05,1.09,0.216,4.755065,0.022083,4370.0,20.3386,2.48083,0.181748,4.01957,394.0,9.0,62.118,0.2158,3318.0,64.0,4.9581,0.407256,0.33,0.01,,,"1,27,28",2018-09-05,2020-10-27,2021-06-01 12:02:45,Small star with a small planet candidate
23,290131778,123.01,,3,5,5,5,4,5,3,213.8,219.1,3,20,12,PC,CP,7.87598,0.011,,1,spoc,21:18:47.9,-26:36:58.95,23.236,0.157,-57.557,0.152,2458325.375658,0.000473,3.308907,9.8e-05,5.666183,0.027021,4.33984,0.025478,3989.16247,23.465498,17.225133,0.874658,4557.443074,2095.55982,169.55592,161.498,2.4235,6188.0,194.0,4.27166,2.00586,2.62392,0.132412,,,"1,28",2018-09-05,2020-10-05,2021-06-01 12:02:45,HD 202772 A b
24,29831208,124.01,,5,5,5,5,3,5,5,65.8,245.7,2,0,1,PC,APC,11.1311,0.006,,1,qlp,04:26:19.83,-67:48:22.87,7.888,0.108,32.653,0.115,2459168.70456,0.000646,1.842799,2e-06,1.573,0.149,2.685086,1.071014,2470.0,985.954,35.2852,,2675.13,2003.0,20.0,809.252,43.8985,5080.0,181.0,4.48159,2.00353,4.09,,,,"1,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31",2018-09-05,2021-01-28,2021-06-01 12:02:45,known TOI
25,52368076,125.01,,1,5,5,5,4,1,2,6.1,56.1,15,5,5,PC,CP,10.1985,0.006,,1,qlp,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458327.432906,0.001879,4.65183,2e-05,2.68,0.395,1.010204,0.001388,930.0,1.27839,2.64543,0.187223,205.309,1054.0,19.0,111.059,0.442,5154.0,182.0,4.47072,0.28501,0.85,0.05,,,"1,2,28",2018-09-05,2020-10-26,2021-06-01 12:02:45,TOI-125 b
26,52368076,125.02,,2,5,5,5,4,4,2,3.7,54.7,15,5,5,PC,CP,10.1985,0.006,,2,spoc,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458334.45669,0.002132,9.165477,0.004614,3.402207,0.445145,1.003517,0.113186,923.846023,104.24276,3.05681,0.363099,73.234725,746.103391,7.748491,111.059,0.442,5154.0,182.0,4.47072,0.28501,0.852266,0.049719,,,"1,2,28",2018-09-05,2020-10-05,2021-06-01 12:02:45,second planet (125.02)
27,52368076,125.03,,1,5,5,5,4,4,1,2.1,36.1,15,5,5,PC,CP,10.1985,0.006,,3,spoc,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458342.851807,0.003286,19.981867,0.004595,2.991231,0.720831,1.136504,0.121919,1046.211182,112.284874,2.899664,2.696121,26.945604,581.087769,10.261628,111.059,0.442,5154.0,182.0,4.47072,0.28501,0.89927,0.116155,,,"1,2",2018-10-19,2019-12-17,2021-06-01 12:02:45,period is likely correct but possibly two independent single transits
28,70440470,126.01,,5,5,5,5,5,5,5,48.3,111.6,0,0,1,PC,KP,12.7923,0.006,,1,spoc,22:37:57.43,-35:09:15.13,-9.326,0.041,-50.142,0.045,2458326.731043,0.000948,3.035469,0.000249,2.778886,0.088703,17.625303,0.443817,16102.450909,408.6872,13.789454,0.793932,726.734021,1324.23061,26.409628,573.027,11.688,5751.0,189.0,4.35036,,1.07224,0.053588,,,"1,28",2018-09-05,2020-10-05,2021-06-01 12:02:45,WASP-12b
29,234523599,127.01,,5,5,5,5,4,5,5,39.1,141.1,3,0,0,KP,CP,14.1266,0.007,,1,spoc,01:02:12.45,-61:45:22.08,78.858,0.087,-27.095,0.064,2458325.650197,0.000565,3.795511,0.000209,1.959927,0.067449,56.113595,1.305376,50369.702484,1201.5728,10.057626,0.386554,18.083279,525.943445,32.727764,140.225,0.86,3424.0,,4.438,,0.445372,0.01356,,,"1,2,28,29",2018-09-05,2020-11-06,2021-06-01 12:02:45,HATS-71 b
30,391949880,128.01,,1,5,5,1,4,4,4,10.0,102.0,4,9,4,PC,PC,7.9849,0.006,,1,spoc,05:18:05.03,-80:57:51.78,-49.146,0.042,45.307,0.046,2458328.12967,0.000538,4.940476,8e-06,2.230552,0.101794,0.482318,0.017246,444.13252,15.883732,2.548023,0.271836,438.770153,1167.290683,24.836945,68.4727,0.119,6086.0,193.0,4.26269,0.26143,1.12777,0.049523,,,"1,8,11,12,13,27,28,31",2018-09-05,2021-07-06,2021-07-13 12:04:39,There is a nearby (2
31,201248411,129.01,,3,5,5,3,4,4,4,155.9,664.8,12,0,1,PC,CP,9.9005,0.006,,1,spoc,00:00:44.55,-54:49:50.96,-202.815,0.031,-71.518,0.029,2458354.552404,0.000149,0.980965,1.2e-05,0.750818,0.017458,7.919203,0.133157,7267.32006,122.634514,10.100235,3.267762,719.578415,1320.958828,75.1829,61.7856,0.0805,4486.0,175.0,4.49914,0.338797,0.764401,0.062819,,,"2,28,29",2018-09-05,2020-11-06,2021-06-01 12:02:45,TOI 129.01
32,263003176,130.01,,3,5,5,5,4,3,4,5.2,75.8,2,8,5,PC,CP,7.4371,0.006,,1,spoc,00:50:11.23,-83:44:37.56,139.424,0.056,30.476,0.042,2458336.55957,0.002205,14.339928,0.003271,4.674277,0.530555,0.443928,0.026551,408.789337,24.453753,2.367528,1.131195,115.245193,835.651978,22.53896,57.5846,0.0945,6295.700195,56.480999,4.438,,1.14366,0.10287,,,"1,12,13",2018-09-05,2019-12-17,2021-06-01 12:02:45,Centroid shift is almost a pixel away but there is no corresponding star in that position. There are two nearby stars Gmag=13 close to the NW and Gmag=18 to the SE. If the transit signal is on target it is a small planet around a bright star.
33,235037761,131.01,,5,5,5,5,3,5,5,76.2,398.5,6,0,6,PC,APC,9.8567,0.006,,1,spoc,23:35:18.89,-64:33:42.9,192.826,1.943,-31.069,1.785,2458326.068952,0.000449,6.240662,0.000179,1.569129,0.040222,9.940196,0.251547,9113.476719,231.65656,12.720704,4.591968,66.843455,729.26349,50.2,,,4174.0,172.0,4.34197,0.433401,0.903104,0.188582,,,1,2018-09-05,2020-10-27,2021-06-01 12:02:45,V shaped
34,89020549,132.01,,2,5,5,2,4,4,4,9.3,55.9,12,2,5,PC,CP,10.8061,0.006,,1,qlp,22:33:35.92,-43:26:12.74,35.553,0.043,-53.055,0.054,2458326.93345,0.00562,2.10366,2e-05,2.638,0.474,1.129753,0.001772,1040.0,1.63213,3.02825,0.215204,1079.31,1596.0,18.0,163.678,0.987,5673.0,188.0,4.55383,0.4189,0.94,0.05,,,"1,28",2018-09-05,2020-11-12,2021-06-01 12:02:45,Confirmed planet TOI-132 b
35,219338557,133.01,,2,4,4,2,3,4,4,3.9,61.1,7,8,1,PC,PC,9.9762,0.006,,1,spoc,23:37:35.37,-58:57:18.28,196.638,0.043,-102.545,0.044,2458327.283567,0.001443,8.199227,3.3e-05,2.229889,0.272466,1.103077,0.075356,1015.455819,69.40332,2.20435,0.640908,26.236633,577.22718,11.55123,48.6326,0.06345,4028.0,170.0,4.55902,0.201108,0.650533,0.0559,,,"1,28",2018-09-05,2021-07-01,2021-07-13 12:04:39,TFOP work in progress.
36,234994474,134.01,,1,5,5,5,4,1,4,15.3,119.1,6,5,7,PC,CP,9.22978,0.007,,1,spoc,23:20:06.86,-60:03:56.63,-319.961,0.102,-127.781,0.115,2458326.033176,0.001456,1.401529,0.000167,1.239376,0.315853,0.738853,0.061133,680.276934,56.304096,1.635546,0.99583,149.373295,891.636811,9.437463,25.1496,0.0239,3794.0,69.0,4.67812,0.063226,0.597007,0.01815,,,"1,28",2018-09-05,2020-10-02,2021-06-01 12:02:45,Level 1 candidate
37,267263253,135.01,,5,5,5,5,4,5,5,166.3,201.9,2,0,3,PC,CP,9.2205,0.006,,1,qlp,00:29:18.94,-76:18:14.52,-2.97,0.037,6.961,0.031,2459039.738438,0.000269,4.12691,0.0,4.429,0.017,11.998293,4.4e-05,10990.0,0.040855,16.98,0.693566,1451.24,1719.0,294.0,196.852,0.774,6888.0,204.0,4.23416,0.355654,1.59,0.06,,,"1,27,28",2018-09-05,2020-10-26,2021-06-01 12:02:45,HD 2685b
38,410153553,136.01,,1,5,5,5,4,1,4,31.9,42.4,8,0,5,PC,CP,11.9238,0.008,,1,spoc,22:41:59.09,-69:10:19.59,334.357,0.083,-726.974,0.086,2459036.323679,0.000381,0.462884,1.5e-05,0.558822,0.088282,4.885837,0.188836,4489.911922,173.90933,1.354324,0.181575,64.718104,723.396155,25.038494,14.8846,0.0113,3043.0,63.0,5.09707,0.426694,0.188624,0.00571,,,"1,27",2018-09-05,2020-10-27,2021-06-01 12:02:45,Level 1 target. Potential short period small planet around an M dwarf.
39,176957796,137.01,,5,5,5,5,5,5,5,8.1,89.0,2,2,3,PC,FA,10.702,0.006,,1,spoc,06:45:11.4,-66:14:17.98,18.528,0.048,-67.531,0.041,2458327.369003,0.004306,4.819018,0.001436,3.035372,0.275922,1.959621,0.17443,1803.249732,160.64334,4.458667,0.842854,99.16949,804.848741,8.547472,88.8838,0.19925,4651.0,175.0,4.56937,0.2,0.85824,0.150601,,,1,2018-09-05,2021-01-28,2021-06-01 12:02:45,
40,277683130,138.01,,5,5,5,5,3,5,5,32.0,181.8,2,0,6,PC,APC,9.5739,0.006,,1,spoc,21:55:42.24,-61:40:23.73,-23.8,2.0,2.8,1.9,2458328.058594,0.000797,6.198041,0.000348,2.176782,0.055149,4.048656,0.212282,3722.005859,195.5,8.294924,8.305693,267.799072,1031.744141,17.5,128.488,,5722.0,189.0,4.35582,2.00367,1.11119,1.11119,,,1,2018-09-05,2019-12-17,2021-06-01 12:02:45,
41,62483237,139.01,,1,4,4,5,4,3,1,5.4,100.9,6,7,7,PC,PC,9.3636,0.006,,1,spoc,22:25:36.58,-34:54:34.97,26.43,0.071,-30.255,0.08,2458334.891916,0.002061,11.070804,4.5e-05,2.516083,0.173545,1.402853,0.106577,1291.240534,98.15653,3.079406,0.309398,22.422052,554.994383,13.696319,42.4061,0.0763,4356.0,173.0,4.53491,0.3608,0.700727,0.057528,,,"1,28",2018-09-05,2021-07-06,2021-07-13 12:04:39,potential L1 planet
42,140068425,140.01,,3,5,5,3,4,4,4,26.3,129.4,10,0,4,PC,APC,9.7828,0.006,,1,spoc,22:01:12.43,-49:03:36.28,32.489,0.077,-15.438,0.075,2459061.991988,0.001803,2.281264,0.00031,1.160193,0.154201,1.223947,0.15391,1126.661949,141.74628,12.738719,22.251356,5760.972098,2221.998148,9.151047,337.105,5.7035,6174.0,194.0,4.27404,2.00568,2.35511,0.11186,,,"1,28",2018-09-05,2020-10-27,2021-06-01 12:02:45,very likely EB; events synchronized with modulations; potential secondary at 0.5 phase
43,403224672,141.01,,1,5,5,5,4,1,2,13.6,14.4,12,12,11,PC,CP,7.384,0.006,,1,spoc,22:35:56.09,-59:51:53.38,-108.388,0.05,-84.419,0.064,2458325.538528,0.001209,1.008092,0.000123,1.545466,0.26052,0.21698,0.015235,199.825629,14.031903,1.660778,1.524292,3254.390954,1926.358797,11.333663,48.0883,0.0989,5795.29,44.5804,4.438,,1.13187,0.04892,,,"1,27,28",2018-09-05,2020-10-02,2021-06-01 12:02:45,HD 213885 b
44,425934411,142.01,,3,5,5,3,1,4,4,70.3,143.8,8,0,0,PC,PC,14.7109,0.007,,1,spoc,00:18:25.41,-62:50:52.35,6.11,0.068,5.18,0.059,2458325.489746,0.000851,0.853319,2.4e-05,1.139772,0.074358,30.666932,1.798922,27850.119141,1655.496704,21.801229,12.37259,516.976685,1216.151001,22.001486,320.237,4.469,3658.0,162.0,4.438,,1.0,,,,"1,2",2018-09-05,2019-12-17,2021-07-26 12:04:42,Gaia stellar radii 0.69 Rsun.
45,25375553,143.01,,5,5,5,5,5,5,5,145.3,155.4,2,2,8,PC,KP,9.77486,0.006,,1,qlp,21:55:04.26,-22:36:45.36,12.885,0.101,-4.311,0.105,2458325.58249,0.000343,2.31097,0.0,3.129,0.115,8.21747,0.000286,7540.0,0.263301,17.5403,0.851875,2080.04,1881.0,153.0,298.109,6.691,6371.0,197.0,3.94807,0.439603,1.95,0.09,,,"1,28",2018-09-05,2020-10-01,2021-06-01 12:02:45,WASP-111b
46,261136679,144.01,,1,5,5,5,4,1,1,19.6,204.8,0,13,4,CP,CP,5.1054,0.006,,1,qlp,05:37:11.83,-80:27:52.57,311.187,0.127,1048.84,0.136,2459234.339157,0.001182,6.267816,9e-06,2.772,0.214,0.314909,4.6e-05,290.0,0.04234,2.01794,0.083249,191.569,1036.0,29.0,18.2702,0.0226,5950.0,,4.438,,1.15,0.05,0.0887839,0.00649598,"1,4,8,11,12,13,27,28,31,34",2018-09-05,2021-06-11,2021-06-21 12:03:51,Pi Men c
47,265612438,145.01,,3,4,4,3,3,4,4,18.1,54.8,10,0,3,PC,PC,11.6789,0.006,,1,qlp,22:12:41.93,-55:58:43.69,-5.816,0.065,-4.917,0.063,2458327.049561,0.00317,5.12944,0.00132,4.832,0.202,3.671756,0.002519,3376.100098,2.32,10.357,0.365187,502.843994,1319.0,22.0,438.421,8.695,5430.700195,64.5,4.4,2.0,1.62,0.04,,,1,2018-09-05,2019-12-17,2021-06-01 12:02:45,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.
48,355636844,146.01,,5,5,5,5,5,5,5,8.0,18.6,3,0,5,PC,FP,10.7124,0.006,,1,qlp,23:53:12.49,-56:00:47.71,65.392,1.57,-27.177,1.636,2458330.55618,0.00445,6.29632,0.00401,2.938,0.305,0.521278,0.002052,480.0,1.88992,,,,,10.0,739.632,639.884,,,,,,,,,"1,2",2018-09-05,2020-11-20,2021-06-01 12:02:45,Signal coming from a faint star to the SE. At least for the brighter of those it could be a planet.
49,220435095,147.01,,5,5,5,5,5,5,5,72.6,216.0,6,0,1,PC,FP,11.8999,0.006,,1,qlp,04:54:33.95,-57:30:48.43,5.001,0.053,22.236,0.054,2458326.6127,0.00056,3.42321,1e-05,2.336,0.082,9.038269,0.137224,8290.0,126.38,32.2452,3.77804,955.619,1548.0,170.0,820.079,16.5695,5620.9,134.5,3.6,0.08,2.61,0.16,-0.773322,0.1,"1,2,3,4,5,6,7,8,9,10,11,12,13",2018-09-05,2020-05-20,2021-06-01 12:02:45,Visible secondary; very likely EB
50,393940766,148.01,,3,4,4,3,4,3,5,18.3,68.8,11,1,1,PC,CP,11.7835,0.006,,1,spoc,22:33:16.99,-38:09:35.38,22.348,0.07,-25.839,0.072,2458327.33133,0.00241,4.867069,0.000678,3.23175,0.173399,5.370299,0.277904,4934.016164,255.92603,8.242563,0.710538,463.120127,1183.159142,12.098785,395.257,9.729,5814.3,793.8,4.34,2.0,1.14676,0.059186,,,"1,28",2018-09-05,2020-10-02,2021-06-01 12:02:45,Planet candidate around 393940766 to the NW.
