,TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG ESM,ACWG TSM,Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity, Stellar Metallicity err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
2466,155001079,2434.01,,3,5,5,3,1,4,4,12.9,54.8,0,1,0,PC,APC,9.06657,0.006,,1,spoc,23:00:37.3,46:01:57.13,-3.693,0.071,-3.594,0.062,2458739.678081,0.001536,1.380814,7.9e-05,0.91336,0.245794,0.357456,0.042168,329.175203,38.83706,7.553144,3.06264,98886.497136,4522.764742,8.06344,594.987,15.9325,9431.0,214.831,3.64947,0.068719,3.83824,0.143759,,,"16,17",2020-12-22,2020-12-22,2021-06-01 12:02:45,
2467,298164705,2435.01,,2,5,5,2,4,4,4,0.0,5.8,0,2,5,PC,PC,10.5142,0.006,,1,spoc,14:37:21.22,56:39:58.26,-35.336,0.036,-0.951,0.036,2458743.374055,0.003157,0.0,0.0,5.048203,0.386186,1.999725,0.239781,1840.119678,220.82182,3.77611,0.745838,29.693509,595.367507,8.56589,150.086,0.5045,5650.08,108.163,4.55536,0.070723,0.874994,0.038342,0.028,0.015,"15,16",2020-12-22,2020-12-22,2021-06-01 12:02:45,single transit at TBJD~1744
2468,154568734,2436.01,TIC 154568734.01,2,5,5,2,4,4,4,0.0,4.8,0,3,5,PC,PC,8.55595,0.006,,1,spoc,12:45:11.5,72:07:23.1,-64.953,0.062,-20.705,0.057,2458722.393707,0.005463,0.0,0.0,8.730269,0.777052,0.399433,0.036938,367.823342,34.02031,2.410153,0.919625,43.914471,656.555832,10.636549,102.97,0.3565,6291.0,130.715,4.34633,0.083556,1.2336,0.057324,,,"14,15",2020-12-22,2020-12-22,2021-07-21 00:00:00,Possible single transit at TBJD~1722
2469,251094370,2437.01,,3,4,3,3,1,4,4,5.5,36.0,0,3,0,PC,PC,11.2571,0.007,,1,spoc,02:31:45.26,-05:30:53.95,7.135,0.074,-18.771,0.073,2459147.885503,0.003792,5.166013,0.001486,3.01966,0.514962,1.372731,0.152116,1263.532631,140.09406,4.106255,1.417944,381.061705,1126.856402,8.409164,286.8,3.39,5927.0,130.221,4.37728,0.078208,1.11457,0.055138,,,31,2021-01-06,2021-01-06,2021-06-01 12:02:45,Bad transit shape
2470,686072378,2438.01,,5,5,5,5,5,5,5,,,2,0,0,PC,FP,16.2463,0.008,,1,spoc,04:32:54.45,-32:53:13.63,33.351,0.107,46.733,0.162,2459175.406024,0.000384,1.9426,5.3e-05,1.020674,0.044489,761.432366,14.391456,504062.379922,13167.56,,,1076.080474,1460.76696,56.03001,299.842,6.133,5780.0,,4.438,,,,,,"31,32",2021-01-06,2021-02-02,2021-02-15 04:25:28,Short transit duration. Likely a Jupiter around WD!! Planet radius is calculated for Sun-like star and should not be included with the alert delivery.
2471,274194927,2439.01,,3,4,3,3,3,4,4,4.9,39.9,0,1,1,PC,PC,11.2212,0.006,,1,spoc,03:36:06.81,01:56:01.73,-3.7,2.0,-12.4,2.2,2459152.817497,0.00265,14.361479,0.003792,4.096499,0.364768,3.109391,0.178538,2859.757771,164.4264,5.051034,0.978115,50.258209,679.080877,16.087576,246.165,,5283.0,,4.438,,0.946146,,,,31,2021-01-06,2021-01-06,2021-06-01 12:02:45,The first transit is ramp-like.
2472,129839175,2440.01,,3,5,5,3,3,4,4,104.5,201.7,2,2,1,PC,APC,11.0529,0.006,,1,spoc,03:41:04.81,-36:56:37.43,39.436,0.035,31.137,0.046,2459144.977997,0.000344,0.646157,1.6e-05,1.196382,0.030751,6.851528,0.105,6290.621139,96.704056,15.357251,8.059975,4527.950887,2092.161358,35.667366,212.588,1.146,5256.8,104.732,4.27128,0.076782,1.14951,0.056306,-0.78,0.11,31,2021-01-06,2021-01-06,2021-06-01 12:02:45,V-shaped; possibly EB
2473,219175972,2441.01,,2,4,2,2,3,4,4,1.3,35.1,3,0,1,PC,PC,12.8332,0.007,,1,spoc,06:05:38.44,-51:40:46.61,-55.154,0.055,128.546,0.067,2458335.506624,0.00174,12.890054,4e-05,2.426806,0.32593,4.068262,0.249681,3739.996367,229.93858,2.87175,0.654502,4.121439,363.397523,13.997766,84.5243,0.1908,3478.0,157.0,4.76582,0.006995,0.46769,0.014002,,,"1,5,7,11,28,31,32,33,34",2021-01-06,2021-07-01,2021-07-13 12:04:39,TFOP work in progress.
2474,219175972,2441.02,,2,4,2,2,3,4,4,1.3,29.2,3,0,1,PC,PC,12.8332,0.007,,2,spoc,06:05:38.44,-51:40:46.61,-55.154,0.055,128.546,0.067,2458325.908591,0.004313,5.551486,4.4e-05,2.018693,0.386109,1.393158,0.215791,1282.32279,198.73074,2.031906,0.266069,12.671933,481.205367,7.887797,84.5243,0.1908,3478.0,157.0,4.76582,0.006995,0.46769,0.014002,,,"1,5,7,11,28,31,32,33,34",2021-07-15,2021-07-19,2021-07-26 12:04:42,low SNR; interior to TOI 2441.01
2475,168871868,2442.01,,5,5,5,5,5,5,5,206.6,87.3,0,0,0,EB,FP,11.402,0.008,,1,qlp,04:20:24.16,-31:04:53.78,0.392,0.037,-8.095,0.044,2459183.305376,0.001016,17.12172,3.3e-05,6.507,0.311,152.450559,0.000762,131000.0,0.701384,10.2267,0.516223,204.585,1053.0,294.0,262.475,1.662,5762.0,130.882,4.44944,0.077825,1.0,0.05,,,"4,5,31,32",2021-01-06,2021-02-03,2021-06-01 12:02:45,P=2x8.6d; RV error ~4 km/s; TFOP FP EB
2476,318753380,2443.01,,1,4,1,1,1,4,4,7.2,114.8,0,1,0,PC,PC,8.2969,0.006,,1,spoc,02:40:43.17,01:11:58.83,284.011,0.08,231.78,0.079,2459148.098617,0.001469,15.669232,0.00214,4.562853,0.207585,1.5139,0.048908,1393.38148,45.044777,2.686889,0.547048,13.293118,486.997196,26.667023,23.9258,0.02325,4214.44,131.326,4.52845,0.109238,0.732115,0.071347,-0.01,0.05,31,2021-01-06,2021-01-06,2021-06-01 12:02:45,
2477,29959760,2444.01,,3,4,3,3,1,4,4,80.9,126.9,0,0,0,PC,PC,13.6732,0.008,,1,spoc,02:49:03.31,-16:33:33.41,59.179,0.097,84.249,0.119,2459145.041127,0.001074,1.647389,0.000124,1.324299,0.097541,35.677059,2.186534,32325.768531,2011.8455,15.735883,21.552816,97.08291,800.581309,16.69659,190.748,2.2995,3556.0,157.0,4.65625,0.011272,0.594044,0.018208,-0.489923,0.0189853,31,2021-01-06,2021-01-06,2021-06-01 12:02:45,V-shaped; marginal odd-even (2 sigma) Brighter neighbor; SG1 should check neighbor
2478,439867639,2445.01,,1,4,1,1,1,4,4,13.2,14.8,4,0,0,PC,PC,13.1292,0.008,,1,spoc,02:53:15.88,00:03:08.41,57.212,0.108,-24.05,0.132,2459144.571978,0.00131,0.371095,3.8e-05,0.563969,0.215644,2.566963,0.386296,2361.467849,355.72803,1.530573,0.356662,204.515833,964.498337,7.30028,48.582,0.24745,3333.0,157.0,4.95786,0.009612,0.272233,0.0082,,,31,2021-01-06,2021-01-06,2021-07-26 12:04:42,High SNR; small PC around M-dwarf
2479,142868621,2446.01,,2,4,2,2,3,4,4,2.9,46.2,0,1,1,PC,PC,10.208,0.006,,1,spoc,03:23:46.26,-31:15:54.67,-8.717,0.029,-66.731,0.04,2459147.685566,0.003271,9.324002,0.002308,4.370644,0.388039,1.30263,0.115879,1199.04668,106.72314,3.532769,0.693227,136.029114,871.019177,9.485871,159.87,0.5795,5926.0,127.064,4.48242,0.078275,0.987496,0.048447,,,31,2021-01-06,2021-01-06,2021-07-26 12:04:42,Period can be double.
2480,1167538,2447.01,,3,5,5,3,3,4,4,0.0,18.1,0,23,1,PC,PC,10.0127,0.006,,1,qlp,04:43:59.42,-31:54:23.89,-0.423,0.041,-31.564,0.059,2459168.988935,0.000673,0.0,0.0,8.291,0.23,9.52557,0.000598,8735.0,0.550854,10.2185,0.521054,44.5933,719.0,37.0,148.987,0.6125,5825.0,130.9,4.43,0.08,1.04,0.05,,,"5,31,32",2021-01-06,2021-02-11,2021-06-01 12:02:45,Single transit. Orbital period is likely > 30 days.
2481,231721005,2448.01,,1,4,1,1,3,4,4,2.3,28.2,0,1,1,PC,PC,10.0039,0.006,,1,qlp,05:22:57.65,-53:45:52.53,0.846,0.064,12.289,0.05,2459237.635742,0.005227,9.018168,8.1e-05,3.274,0.406,0.412658,0.000749,380.0,0.689566,3.68276,0.193869,890.027,1521.0,13.0,490.818,6.5195,9671.0,188.6,4.33,0.06,1.78,0.05,,,"3,4,6,7,10,13,27,30,31,32,33,34",2021-01-06,2021-06-11,2021-06-21 12:03:51,make sure not on neighbor TIC 231721006
2482,170729775,2449.01,,3,5,5,3,3,4,4,32.8,186.4,0,0,1,PC,PC,9.8999,0.006,,1,qlp,04:31:56.25,-34:27:19.92,10.001,0.036,-58.53,0.053,2459153.593139,0.000604,0.0,0.0,7.957,0.463,10.516176,0.003002,9639.0,2.7652,11.2768,0.547442,122.935,927.0,38.0,156.786,0.5845,6054.0,128.5,4.43,0.08,1.08,0.05,,,"4,5,31",2021-01-06,2021-01-06,2021-06-01 12:02:45,
2483,408114363,2450.01,,3,4,3,3,4,4,4,7.4,66.8,3,2,2,PC,PC,11.4894,0.006,,1,spoc,05:11:48.61,06:47:44.68,31.934,0.082,5.688,0.06,2459179.177363,0.001559,17.883241,0.002195,4.342093,0.1712,7.354099,0.214037,6750.487878,197.11623,6.417116,0.478803,27.127951,582.068367,29.821081,188.967,1.748,5426.0,133.219,4.63305,0.082006,0.776644,0.040234,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,
2484,4294779,2451.01,,5,5,5,5,5,5,5,69.6,88.1,1,0,0,PC,FP,15.8552,0.008,,1,spoc,05:25:15.04,-00:46:14.69,0.953,0.189,-0.742,0.157,2459174.475148,0.001608,0.343889,4.5e-05,0.969607,0.280414,27.321877,3.28799,24850.39538,3023.77,8.561118,1.898635,449.315951,1174.242267,7.770554,361.474,16.5445,3199.0,157.0,4.70217,0.017392,0.540483,0.023897,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,some stellar variability; high proper motion
2485,219208037,2452.01,,5,5,5,5,5,5,5,16.7,56.9,2,0,1,EB,FP,11.1925,0.006,,1,spoc,06:12:23.57,-50:55:51.41,-28.664,0.096,11.981,0.089,2459229.062884,0.001847,0.977681,0.000131,0.76574,0.204879,1.048586,0.116852,965.317519,107.619026,3.378425,5.26633,1378.72548,1554.136642,8.106384,148.462,0.9405,4456.2,205.6,,,1.09813,0.092126,,,"32,33,34",2021-02-03,2021-04-20,2021-06-01 12:02:45,significant odd-even from multiyear analysis; FP
2486,59128183,2453.01,,2,4,2,2,4,4,4,5.8,56.9,2,0,4,PC,PC,12.4223,0.007,,1,spoc,04:59:21,12:56:10.87,45.943,0.072,-22.082,0.051,2458441.997408,0.001187,4.441394,1.5e-05,1.324743,0.38152,3.927244,0.360323,3610.591621,331.8146,3.05742,1.392681,21.749179,550.782922,11.394506,81.9043,0.3055,3609.0,157.0,4.73522,0.008011,0.502498,0.014759,,,"5,32",2021-02-03,2021-07-01,2021-07-13 12:04:39,TFOP work in progress.
2487,67782629,2454.01,,2,4,2,2,4,4,4,3.3,34.5,0,2,2,PC,PC,10.7047,0.006,,1,spoc,04:17:17.44,-07:45:57.63,-27.357,0.046,-71.984,0.031,2459174.855266,0.004473,8.506369,0.003508,2.829191,0.612043,1.051799,0.133691,968.273425,123.12597,2.505109,2.826206,44.811583,659.88358,7.34399,91.9976,0.2919,4431.2,102.3,4.45,0.09,0.82124,0.056211,-0.005,0.023,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,Potential stellar variability; low SNR
2488,434260570,2455.01,,3,4,3,3,4,4,4,50.0,232.4,0,0,3,PC,PC,12.986,0.008,,1,spoc,04:16:58.52,14:46:17.62,16.36,2.0,-53.75,2.0,2459177.194695,0.000715,4.720457,0.000285,1.801777,0.052657,48.027591,1.879078,43270.944611,1729.1976,11.598926,0.947738,18.209354,526.857767,38.214294,143.9793,,3553.0,157.0,4.74625,0.008287,0.489916,0.015034,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,
2489,311271011,2456.01,,2,5,5,2,4,4,4,0.0,7.0,0,1,5,PC,PC,9.588,0.006,,1,spoc,05:22:19.17,10:34:30.18,44.861,0.067,-61.173,0.053,2459178.894556,0.002503,0.0,0.0,1.852231,0.587341,1.325201,0.16429,1219.810709,151.30501,2.839868,2.425789,20.017115,539.473505,7.675151,69.1329,0.2004,4968.0,124.299,4.55877,0.095097,0.788051,0.05149,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,potential single with transit at about 2179 days
2490,117799904,2457.01,,2,4,2,2,3,4,4,2.4,46.8,0,3,1,PC,PC,10.8749,0.006,,1,spoc,04:40:40.16,-12:53:26.61,15.264,0.041,19.486,0.033,2459175.255066,0.002808,14.199354,0.004007,2.562967,0.485064,2.020433,0.232434,1859.15715,214.05707,2.759107,1.301711,9.874794,452.11796,8.544865,61.425,0.1221,4045.0,124.442,4.63657,0.118939,0.631569,0.063246,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,potential L1
2491,449197831,2458.01,,2,5,5,2,4,4,4,6.1,53.6,1,4,2,PC,PC,8.71008,0.006,,1,spoc,05:18:29.17,01:15:12.38,-3.091,0.068,-99.263,0.055,2459177.402573,0.003379,3.736969,0.00095,1.991742,0.894666,0.337171,0.052033,310.497809,47.92311,2.379732,5.718552,897.687295,1396.050149,8.751414,112.958,0.5375,6092.0,124.5,4.25,0.08,1.32975,0.060302,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,potential L1
2492,192790476,2459.01,TIC 192790476.01,2,4,2,2,3,4,4,3.8,79.6,1,0,1,PC,PC,9.3951,0.006,,1,spoc,05:28:34.4,-39:22:22.96,88.576,0.042,16.749,0.045,2458452.334564,0.001143,19.104702,4.2e-05,3.251673,0.178196,2.071453,0.114078,1906.059625,105.064514,2.936534,0.54608,8.51873,435.725984,17.074867,36.6113,0.03455,4195.0,124.8,4.59888,0.106536,0.675093,0.063015,,,"5,6,32,33",2021-02-03,2021-07-13,2021-07-26 12:04:42,potential L1 candidate; deep transit around ~2200 TBJD in SPOC multisector that may be another planet
2493,454224694,2460.01,,3,5,5,3,3,4,4,20.3,156.6,6,2,1,PC,APC,11.3357,0.006,,1,spoc,05:18:06.76,02:33:49.23,2.519,0.053,-22.799,0.048,2459174.385712,0.001292,0.515461,4.6e-05,0.850251,0.11895,1.588969,0.156114,1462.424231,143.7763,6.568852,13.43989,7358.819279,2362.227842,12.84038,279.5,2.9685,5994.0,122.381,4.44879,0.076558,1.03783,0.047688,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,V-shaped
2494,411839167,2461.01,,5,5,5,5,5,5,5,33.2,99.1,0,0,0,KP,KP,10.8243,0.006,,1,spoc,05:15:40.76,16:16:43.32,2.717,0.112,-12.983,0.094,2459175.326064,0.001393,6.181229,0.000563,4.152222,0.097795,4.936771,0.146734,4536.612626,135.13799,12.519058,0.845165,923.437369,1405.955616,29.933794,372.632,18.55,6513.0,132.8,4.08,0.1,1.73931,0.110633,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,EPIC 246851721 b
2495,248434780,2462.01,,3,4,3,3,3,4,4,24.1,38.4,1,3,1,PC,PC,11.7884,0.008,,1,spoc,05:09:15.47,-05:33:26.67,12.49,0.084,5.064,0.063,2459183.651187,0.003098,12.864317,0.004414,4.777835,0.225277,7.526265,0.428327,6907.975498,394.42627,17.445332,1.242351,248.747916,1012.88377,17.386969,516.495,13.1145,5365.0,32.4,4.41,2.0,1.82733,0.109668,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,
2496,452375478,2463.01,,3,4,3,3,3,4,4,24.5,66.3,1,0,1,PC,PC,9.0318,0.006,,1,spoc,05:52:21.66,-48:05:27.09,-1.535,0.045,0.022,0.052,2459179.188243,0.002613,10.588813,0.002567,12.968161,0.242091,1.407755,0.096158,1295.749985,88.56057,11.825757,0.815704,1520.595612,1592.660403,12.605083,332.825,2.856,6481.0,130.437,3.54495,0.088309,3.21252,0.142357,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,evolved and variable star
2497,32949762,2464.01,,5,5,5,5,5,5,5,59.9,150.0,0,0,0,KP,KP,12.3352,0.006,,1,qlp,05:50:43.09,-27:37:23.96,26.975,0.03,-34.83,0.037,2459222.68103,0.000457,3.768498,7e-06,2.727,0.075,21.713255,0.002625,19800.0,2.41749,12.5471,0.766713,210.575,1061.0,105.0,288.326,2.022,5160.0,127.22,4.49546,0.086534,0.87,0.05,,,"6,32,33",2021-02-03,2021-02-19,2021-06-01 12:02:45,WASP-160 B b
2498,146523262,2465.01,,2,4,2,2,3,4,4,6.5,59.6,0,2,1,PC,PC,10.2994,0.006,,1,spoc,05:06:56.89,-18:54:16.64,-0.165,0.042,7.095,0.052,2459174.839411,0.002754,3.759205,0.000747,2.996171,0.385871,0.969032,0.074651,892.113572,68.75351,3.156369,0.828876,685.837258,1305.193848,11.337412,219.093,1.6175,6808.4,126.9,4.59,0.09,1.01507,0.044086,0.29,0.12,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,Bad transit shape; potentially contaminated by systematics.
2499,293612446,2466.01,,5,5,5,5,5,5,5,67.6,75.4,0,0,0,KP,KP,12.0364,0.007,,1,spoc,05:07:28.16,16:52:03.7,0.667,0.078,-6.045,0.051,2459176.111656,0.00104,2.627051,0.000191,4.250461,0.080004,11.010989,0.238316,10090.244057,219.47284,18.209213,1.015685,2962.290499,1881.597212,24.06623,663.834,18.8685,6475.0,131.684,4.0609,0.090511,1.77367,0.092774,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,K2-260 b
2500,71013298,2467.01,,2,4,2,2,3,4,4,5.4,46.8,1,3,1,PC,PC,10.2712,0.006,,1,spoc,04:22:52.23,-12:40:37.33,20.053,0.038,10.38,0.031,2458438.600908,0.001357,1.755662,1.1e-05,1.349103,0.294736,0.482269,0.052146,444.087948,48.0269,1.773847,1.722854,486.26788,1197.674065,9.671964,94.7639,0.30345,4909.0,120.978,4.52554,0.087297,0.808741,0.05201,,,"5,32",2021-02-03,2021-07-14,2021-07-26 12:04:42,centroid offset not centered on another star
2501,31114545,2468.01,,5,5,5,5,5,5,5,9.8,39.3,0,8,1,PC,FP,10.3598,0.008,,1,qlp,05:23:35.06,-24:07:16.66,17.912,0.038,-0.043,0.055,2459196.87342,0.003179,24.42327,0.000136,3.788,1.856,2.086617,0.009916,1920.0,9.13313,11.2009,0.952464,62.1143,782.0,22.0,421.726,5.181,6102.0,134.2,3.75,0.08,2.37,0.11,,,"5,6,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,some depth-aperture correlation
2502,117843067,2469.01,,3,5,5,3,3,4,4,118.3,167.8,1,2,1,PC,APC,10.6749,0.008,,1,qlp,04:41:14.04,-15:40:19.64,0.606,0.065,-8.007,0.055,2459198.809559,0.002368,2.376755,0.000399,3.225,0.158,8.655152,0.003071,7940.0,2.82889,23.4044,1.24216,2690.9,2006.0,18.0,632.183,19.301,6931.0,126.2,3.8,0.09,2.57,0.13,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,variable star with bright neighbor; large radius
2503,298981199,2470.01,,1,4,1,1,2,4,4,3.8,46.1,0,3,1,PC,PC,10.0632,0.006,,1,qlp,04:41:42.85,-00:36:00.01,-0.154,0.1,-5.075,0.066,2459199.511667,0.003504,7.185309,4.9e-05,2.347,0.405,0.868937,0.002223,800.0,2.04782,2.12356,0.207758,37.1797,687.0,11.0,66.7536,0.20335,4562.0,131.6,4.56,0.1,0.74,0.06,,,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,Bad shape for even transits; which can be due to detrending issues.
2504,71088556,2471.01,,3,4,3,3,3,4,4,17.3,51.7,0,2,1,PC,PC,10.4723,0.006,,1,qlp,04:26:03.55,-12:30:42.05,13.713,0.043,5.214,0.036,2459194.286421,0.002388,6.585704,3.7e-05,2.777,1.743,1.542841,0.341038,1420.0,314.058,13.2476,5.65232,891.424,1522.0,20.0,499.452,9.3875,5908.4,122.0,3.55,0.08,2.88,0.15,-0.04,0.1,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,slightly v-shaped and slight depth aperture correlation
2505,248650906,2472.01,,2,5,5,2,4,4,4,0.0,3.8,0,2,2,PC,PC,8.94848,0.006,,1,qlp,04:28:10.26,-03:08:44.35,3.104,0.064,-23.436,0.046,2459198.852539,0.010199,0.0,0.0,6.71,1.082,0.42352,0.001114,390.0,1.02628,3.35556,0.248223,232.874,1088.0,9.0,148.667,0.9885,5824.0,123.9,4.0,0.08,1.69,0.08,,,"5,32",2021-02-03,2021-02-01,2021-06-01 12:02:45,single transit at about 2199 days
2506,399868187,2473.01,TIC 399868187.01,3,4,3,3,4,4,4,61.8,220.5,7,9,3,PC,PC,10.5347,0.006,,1,qlp,04:57:29.99,10:25:00.25,-9.056,0.071,-20.643,0.052,2459199.202773,0.000682,1.231178,2e-06,2.756,0.088,3.874297,1.019338,3562.0,938.404,17.567,5.23752,27258.8,3579.0,18.0,284.183,3.6275,6589.1,143.9,4.21,0.09,1.53,0.08,-0.097,0.01,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,missed the 6-day HJ. WINE CTOI. Multi.
2507,449257028,2474.01,,3,4,3,3,4,4,4,17.6,47.5,0,2,2,PC,PC,7.82622,0.006,,1,qlp,05:19:22.61,03:07:21.63,47.06,0.173,-10.571,0.134,2459197.576453,0.009925,4.278752,0.00273,4.11,0.931,0.238888,0.00102,220.0,0.93914,5.33342,,479.761,1303.0,9.0,132.686,1.04,4971.0,122.0,,,3.5,,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,low SNR; evolved star; possible dip at  t=2193
2508,373453507,2475.01,,5,5,5,5,5,5,5,4.3,29.7,0,0,0,PC,FP,10.7302,0.011,,1,qlp,05:06:05.82,10:35:39.03,5.61,0.088,-14.324,0.054,2459197.39928,0.003525,15.792563,0.00014,2.823,0.472,1.292795,0.003674,1190.0,3.38409,4.82429,0.377854,24.617,620.0,10.0,235.608,2.5695,5600.0,138.8,4.16,0.08,1.37,0.07,,,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,
2509,43868600,2476.01,,3,4,3,3,3,4,4,22.0,25.4,0,2,1,PC,PC,10.1263,0.008,,1,qlp,05:12:26.13,-07:15:28.53,6.422,0.065,-13.358,0.058,2459196.637234,0.003746,3.886599,3e-05,2.909,0.672,0.640773,0.001855,590.0,1.70825,14.0296,,247.041,1104.0,12.0,537.765,9.938,4731.6,49.0,,,5.67,,0.13,0.09,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,star is evolved
2510,412054152,2477.01,,3,5,5,3,4,4,4,0.0,4.0,0,1,4,PC,PC,10.2422,0.006,,1,qlp,05:18:58.19,15:12:11.02,-1.007,0.069,-19.383,0.05,2459175.454173,0.010648,0.0,0.0,4.091,2.278,1.010204,0.085417,930.0,78.6692,6.43221,2.00696,844.249,1501.0,11.0,362.227,5.0755,7505.2,206.7,4.09,0.12,1.96,0.18,,,32,2021-02-03,2021-02-03,2021-06-01 12:02:45,some depth-aperture correlation; single transit at ~2175
2511,262435954,2478.01,,2,4,2,2,4,4,4,4.9,37.4,0,2,2,PC,PC,10.6827,0.006,,1,qlp,04:54:13.04,01:14:01.04,20.856,0.062,-39.926,0.05,2459198.484161,0.0094,2.637489,4.3e-05,2.951,0.728,0.586456,0.002767,540.0,2.54854,2.50336,0.234119,1129.08,1614.0,9.0,209.93,1.879,5748.0,131.4,4.34,0.08,1.13,0.06,,,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,low SNR
2512,167661160,2479.01,TIC 167661160.01,3,4,3,3,3,4,4,2.3,37.7,3,1,1,PC,PC,9.354,0.006,,1,spoc,05:18:50.24,-36:02:15.7,68.578,0.036,21.203,0.044,2458442.074601,0.002022,36.838243,0.000175,4.946284,0.351631,1.048421,0.053616,965.164948,49.381245,3.785899,0.905657,24.232407,565.872888,18.077396,104.896,0.255,5363.1,76.0,4.08,0.12,1.20993,0.07139,-0.48,0.1,"5,6,32",2021-02-03,2021-07-01,2021-07-13 12:04:39,TFOP work in progress.
2513,1449756,2480.01,TIC 1449756.01,3,4,3,3,3,4,4,11.5,45.0,0,0,1,PC,PC,10.8256,0.006,,1,qlp,05:00:41.98,-34:48:57.56,6.288,0.035,-21.633,0.045,2459199.593066,0.002667,11.354308,0.002342,3.414,0.441,2.38037,0.002608,2190.0,2.40171,9.40688,0.540584,115.756,913.0,21.0,470.356,5.0525,6421.0,134.0,3.98,0.09,1.92,0.09,,,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,slight depth-aperture correlation; could be on neighboring star
2514,262258341,2481.01,,2,4,2,2,4,4,4,3.2,41.0,0,2,2,PC,PC,10.6675,0.006,,1,qlp,05:11:13.06,02:25:38.5,-13.059,0.062,-2.753,0.048,2459193.255797,0.003967,11.994832,9.5e-05,3.374,0.436,1.36889,0.002579,1260.0,2.37515,3.11124,0.224244,57.2917,766.0,10.0,151.756,0.8325,5567.0,137.1,4.56,0.08,0.86,0.05,,,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,Weak odd-even difference.
2515,117938087,2482.01,,2,4,2,2,3,4,4,1.6,45.0,0,3,1,PC,PC,9.6254,0.006,,1,qlp,04:46:04.38,-15:20:36.35,-41.85,2.0,-16.25,2.0,2459187.828181,0.006414,14.931558,0.000225,4.729,0.773,0.640773,0.001628,590.0,1.499,1.58293,0.130144,41.9664,709.0,9.0,,,4779.1,150.0,,,0.61,0.04,,,"5,32",2021-02-03,2021-02-03,2021-06-01 12:02:45,Bad detrending. Super-Earth candidate in the Fulton  valley.
2516,219151731,2483.01,TIC 219151731.01,5,5,5,5,5,5,5,11.9,75.3,1,1,1,PC,FP,10.1217,0.006,,1,qlp,05:59:20.44,-49:28:10.45,-11.884,0.046,42.585,0.044,2459249.974487,0.000753,1.485336,2e-06,1.234,0.115,0.738552,0.001196,680.0,1.10169,4.9194,0.277036,817.744,1489.0,37.0,259.299,1.4305,6137.7,114.5,4.19,0.35,1.51,0.07,,,"5,6,7,32,33",2021-02-03,2021-03-01,2021-06-01 12:02:45,very minor depth-aperture correlation
2517,68035559,2484.01,,3,4,3,3,2,4,4,11.5,76.5,2,2,2,PC,PC,10.8945,0.006,,1,qlp,14:38:56.21,37:01:36.26,-31.096,0.027,4.948,0.036,2458936.65564,0.00242,8.32852,0.00179,2.769,0.585,3.991982,0.008876,3670.0,8.17546,5.64479,0.395391,164.151,997.0,24.0,179.127,0.833,5632.0,121.0,4.54,0.08,0.89,0.04,,,23,2021-02-11,2021-02-11,2021-06-01 12:02:45,Another star in pixel; ephemeris match to 68035552; some depth-aperture correlation
