id_starname,id_planet,disposition,orbper,orbper_err1,orbper_err2,rprstar,rprstar_err1,rprstar_err2,prad,prad_err1,prad_err2,sma,sma_err1,sma_err2,insol,insol_err1,insol_err2
tic230017324,toi1280.01,PC,9.6926635,2.98e-05,-2.98e-05,0.038859347706666665,0.0043671258189095325,-0.0043671258189095325,3.0510161106344063,0.35657703173914684,-0.35387143187847203,0.08037781451834342,0.0013358514296661717,-0.0015534850125938303,34.60475267493841,1.5403170597641913,-1.7714915780716398
tic232971294,toi1281.01,PC,6.3908823,5.13e-05,-5.13e-05,0.017682432909090908,0.0012993212599563615,-0.0012993212599563615,2.472613782433546,0.2168955412940399,-0.2036244346303897,0.07146063436293958,0.0010319418625027578,-0.0015165244833880598,424.48922132387185,21.105735487936556,-24.12986018019796
tic236445129,toi1282.01,KP,0.9689943,7e-07,-7e-07,0.1159344344680851,0.007217003237345133,-0.007217003237345133,17.10378445071384,1.33669525912395,-1.2347381914441222,0.02062367435158311,0.0002776478629517706,-0.00029273727229430304,6929.893921531258,369.580867095928,-358.77592282117666
tic266593143,toi1283.01,KP,10.3378915,0.0004134,-0.0004134,0.12236796554546299,0.008105883596299565,-0.008105883596299565,11.360419031481257,0.8958247901052325,-0.8301869110089845,0.08887371719142192,0.0013555492278794557,-0.0019866994106598796,62.467898410459135,2.64873431399045,-3.3017430570294346
tic277507814,toi1286.01,APC,0.616751,3.95e-05,-3.95e-05,0.02654276723753838,0.01821751159580807,-0.01821751159580807,4.418903303507951,3.0398999435010117,-3.040912842065209,0.015447962539759113,0.00019543664165987042,-0.0004073877293324787,14100.663809965252,720.0998972815354,-926.1267371194589
tic352764091,toi1287.01,PC,9.5972807,0.0001519,-0.0001519,0.01910400777729124,0.006825535972821687,-0.006825535972821687,2.4134729697105204,0.8704771062390956,-0.8678014056239793,0.09005102266559609,0.0021273380590290485,-0.0022180753487503957,190.4951129372424,11.68103500755652,-11.634973708866873
tic365733349,toi1288.01,PC,2.6998298,6.4e-06,-6.4e-06,0.04682309233385064,0.003980061798801961,-0.003980061798801961,4.714836267682568,0.4728915731857301,-0.4315548734397643,0.03688060570712974,0.0007695518281385204,-0.0008363289149586349,474.0275380297534,24.407177681349935,-25.466753467576183
tic201248411,toi129.01,CP,0.9809807,1.2e-06,-1.2e-06,0.07088086604203815,0.011020158023865547,-0.011020158023865547,5.549189700001425,0.8793897957661609,-0.8772486701141777,0.017315059327864892,0.00028640097760945066,-0.00033600569583914315,670.5892188792558,29.61679666745579,-34.63664914500551
tic417676622,toi1290.01,KP,5.3987553,2.6e-05,-2.6e-05,0.01889378645289881,0.012105211278556835,-0.012105211278556835,2.4581378152176745,1.579840600447989,-1.578187056054871,0.06209481614304192,0.00109829387702694,-0.0015626200904665685,409.00927484146064,20.97741335068776,-24.938510619265134
tic198186769,toi1291.01,PC,7.1619892,4.12e-05,-4.12e-05,0.022148192928176793,0.0014831774614329234,-0.0014831774614329234,3.994269177172598,0.3421032204950755,-0.33290227739779177,0.08130140712237847,0.0009500277041799691,-0.000938215235834139,658.061614845494,32.782530649448525,-31.74289266501156
tic202504234,toi1293.01,PC,1.6849953,3.4e-06,-3.4e-06,0.030629302270270265,0.0023209552068365904,-0.0023209552068365904,3.538178272583641,0.31506277022737195,-0.2952115136037672,0.027845395424594632,0.0005359829738453485,-0.0007176692127779315,1596.723845989351,86.81807204957171,-100.3724717436384
tic219015370,toi1294.01,PC,3.9152737,4e-06,-4e-06,0.05468340335443037,0.003968775491803095,-0.003968775491803095,8.557157479858242,0.7728049725658559,-0.7264263278972102,0.05034072796597187,0.0012017453341744823,-0.0010704095709296313,847.3023416906751,51.30987809458168,-45.93176856788298
tic219852584,toi1295.01,PC,3.196885,1e-06,-1e-06,0.08770330412499999,0.005543487213399692,-0.005543487213399692,15.535484940942712,1.2200429568624351,-1.2814500771441444,0.046257960646334716,0.000639125911219823,-0.0012110492095026135,1943.8279405691987,102.46674970642029,-130.72239870804464
tic219854185,toi1296.01,CP,3.9443709,2.2e-06,-2.2e-06,0.07813710262857143,0.0058286456760719,-0.0058286456760719,13.064949821830039,1.2774557387720078,-1.17391450757656,0.05058616935484955,0.001311999570071011,-0.0008227060430941519,868.517900864115,63.24750292229525,-43.163175803683075
tic237104103,toi1298.01,CP,4.5371434,3.3e-06,-3.3e-06,0.06181404147651007,0.004199134795624364,-0.004199134795624364,9.043626478009756,0.7583352532433698,-0.7916676230536259,0.05684905201766023,0.000894045152609375,-0.0012404994834521272,632.3452206761525,31.39544043173174,-35.268117890800724
tic263003176,toi130.01,CP,14.3392065,3e-05,-3e-05,0.01863525943650899,0.004389865654998463,-0.004389865654998463,2.343941676601688,0.561926769735093,-0.5580696876214015,0.11881018057576925,0.0021869639498723315,-0.0025863343952340196,136.9138931151037,7.809367728638115,-8.19162129964667
tic293687315,toi1300.01,KP,2.8716968,9e-07,-9e-07,0.0878712497382199,0.005167041297365201,-0.005167041297365201,17.8418843843166,1.3762207645362161,-1.3203620041869797,0.044681795834069955,0.00048025920497258163,-0.001008949670845675,3262.7986608931865,158.87834001751514,-198.8137545571035
