,ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
0,231663901,20190415,,,171-208118,21145687-5552184,,J211456.88-555218.5,6462994429708755072,29655529,,STAR,tmgaia2,318.736915161395,-55.8717944482812,tmgaia2,12.6409,0.0443802,-16.0111,0.0413277,gaia2,2.63604,0.0310759,gaia2,340.697786476389,-42.0737909015092,302.236289522646,-37.7554028753823,13.642,0.011,13.043,0.069,,,,,,,,,,,11.753,0.023,11.465,0.025,11.401,0.026,AAA-222-111-000-0-0,,11.351,0.023,11.372,0.021,10.941,0.092,9.243,,12.8519,0.000258,12.4069,0.006,rered,gaia2,5824.0,135.304,4.55972,0.0757679,,,0.890774,0.0438467,1.05,0.129454,1.48555,0.316251,DWARF,0.8224618,0.034676,375.31,4.411,0.0333598,0.0103371,90,0.0844493359,,,0.0005656118,0.0109111,0.0097631,schlegel,0.138727,0.120182,0.0390146,0.0486789,0.287484,0.345018,0.0745254,0.0770105,0.0270124,0.0423396,4.36,4.462,bj2018,168.807,101.801,dered,13.1995,0.001278,12.3505,0.000648,1,,ucac4,apassdr9,,0.778921855309125,0.640920518058228,318.73701216956,-55.8718633850005,0.0215140685608863,0.0209094911847357,1,0,1712924307
0,149603524,20190415,,8900-00874-1,131-006781,05483359-6359183,,J054833.56-635918.1,4756649415309914240,29848754,,STAR,tmgaia2,87.1399740872908,-63.988440787086,tmgaia2,-15.6405,0.0371897,26.0463,0.0365854,gaia2,5.66486,0.0189104,gaia2,273.415812449388,-31.0335697980936,63.7531796047894,-87.1638479174296,10.734,0.078,10.213,0.005,,,,,,,,,,,9.272,0.024,9.008,0.024,8.944,0.021,AAA-222-111-000-0-0,,8.896,0.023,8.917,0.02,8.87,0.022,9.165,0.307,10.0721,0.000305,9.7109,0.006,rered,spect,6391.0,115.876,4.37665,0.0797224,0.24,0.05,1.21427,0.0542211,1.28,0.190812,0.714926,0.150172,DWARF,2.21616721,0.1061619,175.631,0.588,0.0202575,0.01075925,971,0.0163922813,,,0.00709071476,0.0109007,0.0106178,schlegel,0.160421,0.221203,0.0500111,0.0584312,0.129424,0.170919,0.0597669,0.0996779,0.0974178,0.114906,0.586,0.59,bj2018,102.407,129.345,spect,10.355,0.00104,9.67009,0.001594,1,,tycho2v3,tycho2b3,,0.679915272702027,0.567409162263974,87.1398205343019,-63.9883286433749,0.0177794575227992,0.019508362038221,1,0,553086869
0,336732616,20190415,,6926-00454-1,328-202354,20494978-2425436,,J204949.78-242543.4,6805886373600546176,12375697,,STAR,tmgaia2,312.457438595966,-24.4287610609148,tmgaia2,10.4255,0.070044,15.6199,0.0510156,gaia2,2.40421,0.0454792,gaia2,21.2968606974153,-36.0718820310395,308.207997713277,-6.44425872753474,12.45,0.357,12.433,0.034,,,,,,,,,,,10.98,0.021,10.719,0.024,10.694,0.021,AAA-222-111-000-0-0,,10.66,0.023,10.704,0.021,10.638,0.114,8.679,,11.8914,0.000316,11.5232,0.0081,rered,gaia2,6371.0,127.975,4.33006,0.0885499,,,1.27616,0.0578543,1.27,0.196969,0.611063,0.146003,DWARF,2.41733646,0.1290875,411.211,7.752,0.0446394,0.008033545,112,0.02309434,,,0.000414968876,0.00929557,0.00677152,panstarrs,0.180788,0.213151,0.0618613,0.0538472,0.107101,0.184904,0.0674357,0.109664,0.112636,0.145539,7.608,7.896,bj2018,182.166,73.7836,dered,12.165,0.001219,11.4652,0.000875,1,,tycho2v3,tycho2b3,,1.11149520472084,0.791111902381392,312.457487897168,-24.428693808575,0.038510066942537,0.0241960290598419,1,0,1708792706
0,231670397,20190415,,8805-00131-1,160-218801,21194790-5808559,,J211947.92-580856.0,6453566701615683456,29658035,,STAR,tmgaia2,319.949610769276,-58.1488869526779,tmgaia2,10.5524,0.0445329,-10.6584,0.0429264,gaia2,3.12923,0.0293421,gaia2,337.503135077981,-42.1103254948997,301.882378327253,-40.1101654151515,10.984,0.085,10.468,0.006,,,,,,,,,,,9.352,0.024,9.073,0.022,9.028,0.021,AAA-222-111-000-0-0,,8.973,0.023,9.008,0.019,8.928,0.028,8.536,,10.2607,0.000365,9.8638,0.006,rered,gaia2,6124.0,133.674,3.81034,0.0870651,,,2.21867,0.102573,1.16,0.166129,0.106213,0.0251538,DWARF,6.237656,0.2805145,316.678,2.9655,0.0302074,0.01011764,81,0.004832061,,,0.000772511761,0.0109448,0.00929048,schlegel,0.125401,0.206857,0.120921,0.0842246,0.0170708,0.0332367,0.0680412,0.106089,0.306056,0.254973,2.938,2.993,bj2018,155.424,111.924,dered,10.5719,0.000748,9.8178,0.000666,1,,tycho2v3,tycho2b3,,0.790080203670957,0.665721638786639,319.949696865087,-58.1489328430405,0.0217349426117023,0.0219644103979156,1,0,1713582887
0,144065872,20190415,,8442-00960-1,210-188722,22294972-4800111,,J222949.83-480011.1,6518399301667782016,24587000,,STAR,tmgaia2,337.457232403397,-48.0030692351396,tmgaia2,91.9757,0.0516441,-6.86129,0.0686995,gaia2,7.24182,0.0414511,gaia2,346.133879623908,-55.5134814667069,319.330474674465,-35.4379359768234,10.78,0.06,10.092,0.004,,,,,,,,,,,8.936,0.029,8.628,0.024,8.564,0.025,AAA-112-111-000-0-0,,8.513,0.023,8.569,0.02,8.517,0.025,8.754,0.403,9.93697,0.000483,9.4995,0.006,rered,gaia2,5758.0,131.861,4.2653,0.0759387,,,1.23824,0.0596985,1.03,0.127209,0.542529,0.114177,DWARF,1.51841652,0.0537981,137.544,0.7905,0.00633788,0.0103992,55,0.003544509,,,0.00220979471,0.0105547,0.0102437,schlegel,0.127229,0.127189,0.053693,0.065704,0.0984991,0.129854,0.0721071,0.0797704,0.0565071,0.0510891,0.786,0.795,bj2018,120.202,143.521,dered,10.2911,0.001275,9.45683,0.001433,1,,tycho2v3,tycho2b3,,0.876636722616783,1.06537281048645,337.457824261021,-48.0030987783252,0.026072616153161,0.0336185653878026,1,0,1720538110
0,38846515,20190415,,8884-00719-1,130-004345,04355033-6401373,,J043550.34-640137.4,4675352109658261376,29814627,,STAR,tmgaia2,68.9597092399964,-64.0270368810381,tmgaia2,10.8454,0.0354002,-0.49937,0.0519677,gaia2,2.71534,0.020395,gaia2,275.107124300275,-38.8526337075915,6.32110961010616,-80.8978403729629,11.066,0.114,10.798,0.009,,,,,,,,,,,9.928,0.027,9.715,0.022,9.669,0.024,AAA-222-111-000-0-0,,9.618,0.023,9.637,0.02,9.599,0.03,9.31,0.449,10.6151,0.000295,10.3157,0.006,rered,gaia2,6733.0,131.587,4.09825,0.0922916,,,1.77457,0.0795,1.44,0.243534,0.257683,0.0618424,DWARF,5.8306,0.2928215,364.411,2.729,0.0236859,0.00988313,87,0.06877991,,,0.0029050787,0.00704616,0.0127201,schlegel,0.211758,0.275309,0.078,0.081,0.0569499,0.0667349,0.0936834,0.0908998,0.317666,0.267977,2.709,2.749,bj2018,138.36,124.813,dered,10.8401,0.00077,10.2708,0.000525,1,,tycho2v3,tycho2b3,,0.647365243116614,0.805787904456122,68.959815863573,-64.0270390311425,0.018023243172421,0.0215625628663626,1,0,526035652
0,92352620,20190415,,7466-01400-1,280-221528,20550794-3408079,,J205507.96-340808.4,6780546169633475456,,,STAR,tmgaia2,313.783102119552,-34.1355576898925,tmgaia2,26.3761,0.0777691,-44.947,0.0593998,gaia2,4.70676,0.0552434,gaia2,9.65472669257593,-39.3784187221446,306.588820644278,-16.089861512176,10.742,0.088,10.051,0.006,,,,,,,,,,,9.159,0.027,8.916,0.022,8.874,0.024,AAA-222-111-dd0-0-0,,8.801,0.022,8.837,0.02,8.77,0.028,8.872,,10.0285,0.000365,9.6433,0.006,rered,spect,6072.6,105.855,4.0288,0.0762449,0.22,0.1,1.71036,0.074613,1.14,0.150731,0.227845,0.0465823,DWARF,3.58402228,0.1611375,211.211,2.4835,0.0462662,0.01039541,118,0.6378948,,,0.0009550342,0.0126384,0.00815242,schlegel,0.110124,0.191338,0.0676206,0.0816055,0.0399073,0.0532573,0.0735835,0.0789063,0.192365,0.12991,2.454,2.513,bj2018,86.4292,125.281,spect,10.3313,0.001111,9.59915,0.000832,1,,tycho2v3,tycho2b3,,1.26153893598819,0.921182947219917,313.783239321539,-34.1357512117759,0.0383315256962121,0.029920571170378,1,0,1709907876
0,289793076,20190415,,,320-227957,21075075-2605479,,J210750.75-260548.1,6803000980210856704,13840791,,STAR,tmgaia2,316.961463152312,-26.0966760700183,tmgaia2,3.47937,0.0628387,-10.313,0.0376082,gaia2,2.34291,0.0464812,gaia2,20.6491579369952,-40.4435610983319,311.676615315979,-9.19448416175423,14.682,0.017,13.911,0.16,,,,,,,,,,,12.439,0.021,12.052,0.025,11.983,0.028,AAA-222-111-000-0-0,,11.944,0.024,11.985,0.024,11.487,0.221,8.864,,13.6799,0.0003,13.163,0.0103,rered,gaia2,5445.0,122.0,4.59896,,,,0.809868,,0.95,,1.78847,,DWARF,0.5194156,,421.855,8.339,0.0488498,0.01322575,,,,,,0.0135196,0.0129319,panstarrs,,,,,,,,,,,8.177,8.501,bj2018,,,dered,14.1021,0.001637,13.1072,0.001143,1,,ucac4,apassdr9,,1.00034860150976,0.583293454729096,316.961479833532,-26.096720473214,0.0326622695961887,0.0206700366568204,1,0,1711916728
0,29344935,20190415,,,322-217284,20525171-2541144,,J205251.71-254114.4,6805149288493408640,13836383,,STAR,tmgaia2,313.215470373149,-25.6873330348218,tmgaia2,1.05306,0.0522104,-9.88134,0.0294318,gaia2,1.92119,0.0344072,gaia2,20.0314201464295,-37.0832694432644,308.528104312719,-7.84233914019296,14.836,0.016,14.052,0.069,,,,,,,,,,,12.518,0.026,12.129,0.023,12.037,0.019,AAA-222-111-000-0-0,,11.928,0.023,12.032,0.022,11.658,0.252,8.9,,13.7712,0.000315,13.2366,0.0069,rered,gaia2,5361.0,122.0,4.4198,,,,0.984866,,0.93,,0.973535,,DWARF,0.7218256,,513.011,9.1275,0.0535468,0.00532883,,,,,,0.00592684,0.00473082,panstarrs,,,,,,,,,,,8.968,9.287,bj2018,,,dered,14.2158,0.001286,13.1842,0.001054,1,,ucac4,apassdr9,,0.830441867218489,0.456416800153759,313.215475404379,-25.6873755794804,0.0262022660191505,0.0142945252522325,1,0,1709334667
0,281459670,20190415,,,151-000336,00222848-5956331,,J002228.45-595633.2,4906145613282734208,27133767,,STAR,tmgaia2,5.61871679195764,-59.9425681624254,tmgaia2,-22.3092,0.0363089,-4.89299,0.0339061,gaia2,2.89407,0.0246893,gaia2,309.554391826262,-56.8117270030021,329.017968665643,-54.4500766964881,12.795,0.011,12.283,0.057,,,,,,,,,,,11.129,0.024,10.826,0.024,10.793,0.019,AAA-222-111-000-0-0,,10.719,0.023,10.757,0.021,10.769,0.078,8.774,,12.0815,0.000203,11.6714,0.006,rered,spect,5750.4,133.487,4.32419,0.0802426,-0.1,0.1,1.15706,0.0633669,1.03,0.12909,0.664921,0.147733,DWARF,1.3188585,0.0509963,342.14,2.912,0.0110207,0.010326365,47,2.93423557,,,0.000552396,0.00899113,0.0116616,schlegel,0.118141,0.140039,0.0643141,0.0624196,0.128482,0.166984,0.0929096,0.0675755,0.0469329,0.0550597,2.888,2.936,bj2018,149.32,117.654,spect,12.3983,0.001211,11.6185,0.000743,1,,ucac4,apassdr9,,0.649975856505293,0.525851433401954,5.61852501781101,-59.942589229605,0.0201410708846633,0.0179626272072649,1,0,508667926
0,355703913,20190415,,,138-000046,00030587-6228096,,J000305.86-622809.6,4904523077718046720,29725147,,STAR,tmgaia2,0.774459635642891,-62.4693378500782,tmgaia2,2.89427,0.0239757,4.91111,0.0246522,gaia2,1.93638,0.0149344,gaia2,312.354737192315,-53.765657697392,323.101046305639,-54.6937908407381,14.568,0.045,13.857,0.137,,,,,,,,,,,12.513,0.024,12.139,0.022,12.095,0.019,AAA-222-111-000-0-0,,12.046,0.023,12.098,0.022,12.596,0.433,8.798,,13.679,0.000279,13.183,0.006,rered,spect,5435.56,86.8012,4.46889,,0.245387,0.0875268,0.940697,,0.95,,1.14123,,DWARF,0.695938647,,508.842,3.896,0.015262,,,,,,,,,schlegel,,,,,,,,,,,,,bj2018,,,spect,14.0824,0.001367,13.129,0.001095,1,,ucac4,apassdr9,,0.434822847408842,0.382293026552723,0.77448659543072,-62.4693167050237,0.0132343213534486,0.0118572276705273,1,0,507530894
0,388104525,20190415,,,125-003516,03434402-6511378,,J034344.04-651137.6,4672607178880426624,31806088,,STAR,tmgaia2,55.93342240979,-65.1938512272516,tmgaia2,21.1255,0.032314,16.543,0.0432039,gaia2,3.27755,0.0217442,gaia2,279.719704283937,-43.3667344400738,349.819091231144,-76.1858907325663,13.039,0.04,12.314,0.057,,,,,,,,,,,10.924,0.023,10.612,0.024,10.545,0.021,AAA-222-111-000-0-0,,10.476,0.023,10.522,0.02,10.444,0.051,9.565,,12.1014,0.000279,11.6035,0.006,rered,gaia2,5650.0,129.426,4.3263,0.0738158,,,1.13732,0.0577764,1.0,0.121147,0.679754,0.140611,DWARF,1.18755519,0.0440175,302.448,2.004,0.0719783,0.0101254452,55,0.0460761972,,,0.00174567569,0.0123175,0.00793339,schlegel,0.110149,0.132145,0.049103,0.0664497,0.129807,0.151414,0.0969009,0.0507307,0.0316389,0.0563961,1.991,2.017,bj2018,162.628,96.2245,dered,12.5072,0.001012,11.5524,0.000917,1,,ucac4,apassdr9,,0.594797166887687,0.670038454521734,55.9336392066496,-65.1937800006022,0.0183558210402938,0.0225036051260997,1,0,522576818
0,97409519,20190415,,,297-232291,22105143-3044588,,J221051.43-304458.9,6614751532833886464,17390692,,STAR,tmgaia2,332.714340885726,-30.7496563586763,tmgaia2,-0.709759,0.0515152,-14.5156,0.0486337,gaia2,2.20081,0.0370118,gaia2,17.2570128851611,-54.8663329424449,323.515800218495,-18.2028868733814,13.255,0.018,12.724,0.092,,,,,,,,,,,11.65,0.023,11.419,0.024,11.31,0.023,AAA-222-111-000-0-0,,11.307,0.023,11.347,0.022,11.255,0.159,8.915,,12.5754,0.000223,12.1893,0.0063,rered,gaia2,6147.0,128.956,4.45576,0.0852356,,,1.05985,0.0531959,1.17,0.16258,0.982761,0.224926,DWARF,1.44490588,0.06310015,448.637,7.508,0.0193101,0.002677395,49,0.0231135357,,,0.000400521967,0.00277731,0.00257748,panstarrs,0.150498,0.174661,0.0460236,0.0603683,0.215175,0.234676,0.0897692,0.080702,0.0599147,0.0662856,7.384,7.632,bj2018,128.918,128.993,dered,12.8656,0.001209,12.1327,0.000706,1,,ucac4,apassdr9,,0.828586085810457,0.754367146907199,332.714337329904,-30.7497188563991,0.0277104656927284,0.0286645595358549,1,0,1719071106
0,25155310,20190415,,9153-00833-1,104-003699,04132972-6913365,,J041329.86-691335.9,4666498154837086208,32010766,,STAR,tmgaia2,63.3739396231274,-69.226822697583,tmgaia2,63.1342,0.0446038,53.4329,0.0391922,gaia2,4.58952,0.0197281,gaia2,282.359136621221,-38.8334472391523,332.989996042383,-79.7228266375511,11.829,0.161,10.994,0.012,,,,,,,,,,,9.962,0.021,9.659,0.023,9.598,0.021,AAA-222-111-000-0-0,,9.566,0.023,9.608,0.02,9.565,0.035,8.667,,11.0665,0.000306,10.6103,0.006,rered,spect,5675.54,116.592,4.25432,0.0768179,0.20683,0.0458093,1.24175,0.0610804,1.01,0.123355,0.527499,0.111993,DWARF,1.44141793,0.05405165,216.526,0.932,0.0363693,0.0105255246,135,0.0260740723,,,0.00417261664,0.0120602,0.00899085,schlegel,0.12568,0.12103,0.057708,0.0644528,0.108331,0.115654,0.0741428,0.079493,0.0495874,0.0585159,0.928,0.936,bj2018,109.756,123.428,spect,11.4333,0.001152,10.5619,0.00072,1,,tycho2v3,tycho2b3,,0.840412155052251,0.607827316738338,63.374706049247,-69.2265926409616,0.0249194439417113,0.0205715832282742,1,0,524444111
0,281541555,20190415,,,169-000368,00264858-5618580,,J002648.61-561857.9,4919771654727611008,27135638,,STAR,tmgaia2,6.70247349041089,-56.3161336457353,tmgaia2,21.4603,0.0272348,7.31574,0.0239794,gaia2,2.17475,0.0187639,gaia2,309.865642193456,-60.4793364145459,333.752425271481,-52.1103217701648,14.431,0.027,13.783,0.126,,,,,,,,,,,12.366,0.024,11.993,0.022,11.965,0.024,AAA-222-111-000-0-0,,11.88,0.024,11.953,0.021,11.821,0.232,8.675,,13.527,0.000263,13.0417,0.006,rered,gaia2,5483.0,122.0,4.53376,,,,0.877585,,0.96,,1.42038,,DWARF,0.627113163,,453.808,3.894,0.0110309,8.03069e-06,,,,,,8.09492e-06,7.96646e-06,schlegel,,,,,,,,,,,3.861,3.927,bj2018,,,dered,13.9188,0.001379,12.9872,0.000674,1,,ucac4,apassdr9,,0.479033924247361,0.371883840724963,6.70264009124788,-56.3161021475222,0.0147578522125657,0.0122901684227396,1,0,508987296
0,238176110,20190415,,9342-01675-1,100-105289,23512286-7009103,,J235123.05-700910.3,6386751579018596864,34541973,,STAR,tmgaia2,357.845214226487,-70.1528545479049,tmgaia2,96.1845,0.0414632,-1.7465,0.0383827,gaia2,6.64038,0.0228382,gaia2,310.221312570971,-46.1160568864433,311.323795395503,-59.0824456489102,12.734,0.307,11.98,0.022,,,,,,,,,,,10.275,0.026,9.838,0.022,9.712,0.023,AAA-222-111-000-0-0,,9.677,0.022,9.752,0.02,9.667,0.039,8.958,0.454,11.6236,0.000313,11.0443,0.006,rered,spect,4935.4,114.943,4.43167,0.0852377,0.32,0.08,0.906655,0.0553769,0.81,0.0958693,1.08682,0.270645,DWARF,0.439407945,0.01679495,149.942,0.5175,0.0177034,0.01053743,76,0.00307783019,,,0.001782842,0.00940586,0.011669,schlegel,0.0638656,0.127873,0.0553276,0.0554261,0.246043,0.295248,0.102323,0.0681524,0.0159355,0.0176544,0.516,0.519,bj2018,91.4779,138.408,spect,12.1275,0.001221,10.9963,0.000985,1,,tycho2v3,tycho2b3,,0.785555647429403,0.595221629694029,357.846433999892,-70.1528620717041,0.0199940224945024,0.0185710072746064,1,0,1725731422
0,322307342,20190415,,,156-000913,01000141-5854172,,J010001.44-585417.0,4904279261014267648,27147535,,STAR,tmgaia2,15.0058892828148,-58.904756866024,tmgaia2,22.5217,0.0485185,7.59426,0.0413473,gaia2,1.62712,0.0277561,gaia2,300.828961416527,-58.18842488733,336.400878466941,-57.0178805310221,12.812,0.022,12.312,0.046,,,,,,,,,,,11.25,0.026,10.985,0.024,10.949,0.019,AAA-222-111-000-0-0,,10.912,0.022,10.943,0.021,11.003,0.1,9.004,,12.1631,0.000186,11.7806,0.006,rered,spect,5704.8,124.789,3.8427,0.0769219,-0.25,0.0707107,2.00441,0.105699,1.02,0.124059,0.126661,0.0275615,DWARF,3.83379316,0.184727,603.955,10.2025,0.0118194,0.01020203,29,0.0113690663,,,0.000315690151,0.00834036,0.0120637,schlegel,0.145987,0.102132,0.11785,0.0935472,0.0320704,0.0230527,0.0854936,0.0683502,0.178081,0.191373,10.034,10.371,bj2018,115.001,134.577,spect,12.4545,0.001725,11.7288,0.000937,1,,ucac4,apassdr9,,0.86402369167503,0.641195441758977,15.0060770379339,-58.9047241686523,0.0253803645796075,0.0200095621783023,1,0,513225732
0,266980320,20190415,,8834-00859-1,166-215363,23181364-5654139,,,6492940453524576128,29709344,,STAR,tmgaia2,349.556791231268,-56.9038988485241,tmgaia2,313.918,0.0388128,-20.1772,0.0434263,gaia2,10.59,0.0281131,gaia2,325.611044836118,-55.9280497969211,321.703125929448,-46.8240160969898,10.596,0.037,9.809,0.003,,,,,,,,,,,8.557,0.02,8.254,0.042,8.158,0.033,AAA-111-111-000-0-0,,,,,,,,,,9.64956,0.000219,9.179,0.006,gbprp,gaia2,5527.0,126.413,4.38107,0.0800925,,,1.05168,0.0549497,0.97,0.120939,0.833917,0.186147,DWARF,0.9298624,0.0215656,94.1719,0.2512,0.0,0.0,56,0.00084635854,,,0.00373383658,0.0,0.0,,0.0865984,0.155279,0.0447819,0.0651176,0.162456,0.209839,0.0826475,0.0775376,0.0207796,0.0223516,0.2506,0.2518,bj2018,149.639,103.188,dered0,10.0349,0.000892,9.13306,0.000771,1,,tycho2v3,tycho2b3,,0.684511822540872,0.673458599570233,349.559266469594,-56.9039857470387,0.0191575656329384,0.0217388326866183,1,0,1723880071
0,278683844,20190415,31609,8543-00273-1,160-008199,06365711-5800548,,J063657.18-580057.1,5484357574075622784,27307389,,STAR,tmgaia2,99.2380026664762,-58.015267921449,tmgaia2,51.4969,0.0416628,-205.6,0.0494154,gaia2,14.9819,0.0224369,gaia2,267.377116800013,-24.6161885678355,120.863121561622,-80.4584028314103,10.912,0.043,10.07,0.03,,,,,,,,,,,8.539,0.024,8.125,0.034,8.032,0.02,AAA-111-111-000-0-0,,7.972,0.024,8.045,0.02,7.982,0.018,7.94,0.148,9.82091,0.000399,9.2789,0.006,gbprp,gaia2,5130.0,124.759,4.5453,0.0838474,,,0.819657,0.048995,0.86,0.102503,1.56172,0.376676,DWARF,0.4192068,0.0106725348,66.6187,0.1003,0.0,0.0,108,0.00210125,,,0.0168074369,0.0,0.0,,0.092063,0.112943,0.0467156,0.0512744,0.336137,0.417215,0.0826665,0.0850284,0.00884697,0.0124981,0.1002,0.1004,bj2018,119.358,130.161,dered0,10.2883,0.001624,9.23595,0.001978,1,,hipvmag,apassdr9,,0.738648945656771,0.766311968850862,99.2384212535656,-58.0161531443449,0.018967760991205,0.0239152973302619,1,0,567690818
0,394137592,20190415,1419,8846-00638-1,119-000237,00174714-6621323,,J001747.28-662132.1,4707634458245031552,31798987,,STAR,tmgaia2,4.44646778665341,-66.3589066954026,tmgaia2,64.7627,0.0491955,-5.0556,0.0413414,gaia2,12.5386,0.0271885,gaia2,308.215601104458,-50.422704989247,319.966483511193,-58.522943284458,8.474,0.0,7.79,0.03,,,,,,,,,,,6.442,0.02,6.09,0.049,5.988,0.018,AAA-111-111-000-0-0,,6.018,0.096,5.898,0.043,5.988,0.016,5.921,0.049,7.59336,0.000278,7.1062,0.006,gbprp,spect,5479.3,109.815,3.68338,0.0742926,-0.02,0.09,2.33604,0.109628,0.96,0.124471,0.0753058,0.0152438,DWARF,4.431563,0.0955042,79.5702,0.17345,0.0,0.0,51,0.00104705233,,,0.002561487,0.0,0.0,,0.090202,0.158739,0.0852482,0.134008,0.0111571,0.0193305,0.0534279,0.0951573,0.127336,0.0636724,0.1731,0.1738,bj2018,121.651,97.98,spect,8.00756,0.001647,7.07138,0.002886,1,,hipvmag,apassdr9,,0.911394662348216,0.641136276775416,4.44716313608674,-66.3589284641194,0.0242952906670943,0.0210171979234335,1,0,508427278
0,207081058,20190415,,7998-00972-1,241-186474,22072813-4148556,,J220728.18-414855.7,6571502449115103232,22055939,,STAR,tmgaia2,331.867230319077,-41.8154690537077,tmgaia2,49.5613,0.0420737,-9.67803,0.0566577,gaia2,5.46076,0.0324934,gaia2,358.36250629314,-53.5794557113082,318.200601815031,-28.1596399677964,10.899,0.099,10.385,0.007,,,,,,,,,,,9.455,0.026,9.137,0.025,9.095,0.023,AAA-222-111-000-0-0,,9.019,0.023,9.051,0.021,8.987,0.029,8.616,0.351,10.3264,0.000279,9.9358,0.006,rered,gaia2,6073.0,136.42,4.31707,0.0781365,,,1.2273,0.0578543,1.14,0.149653,0.61667,0.131596,DWARF,1.84590447,0.07561505,182.169,1.0865,0.00902599,0.0101983547,59,0.0318939462,,,0.00161795842,0.00909641,0.0113003,schlegel,0.122678,0.176628,0.0479166,0.067792,0.0998307,0.163362,0.0911571,0.0651158,0.0732218,0.0780083,1.081,1.092,bj2018,172.951,99.8897,dered,10.6299,0.001333,9.88842,0.000969,1,,tycho2v3,tycho2b3,,0.698412179498723,0.878578545335258,331.86751663341,-41.8155107233593,0.0205938209448554,0.0259796834371775,1,0,1718550519
0,231702397,20190415,,,156-214844,22114728-5856422,,J221147.48-585644.6,6411096106487783296,29684102,,STAR,tmgaia2,332.947082555841,-58.9450697244304,tmgaia2,138.138,0.0892065,-235.81,0.0758235,gaia2,16.0698,0.0555096,gaia2,332.558568011494,-47.968574894624,309.565382662264,-43.8407227095147,17.061,0.054,15.526,0.026,,,,,,,,,,,11.531,0.024,11.02,0.022,10.771,0.021,AAA-222-111-000-0-0,,10.64,0.022,10.455,0.021,10.259,0.068,9.185,,14.3357,0.000442,13.084,0.00732643,cdwrf,cdwrf,3356.0,157.0,4.88974,0.00177315,,,0.334125,0.0100409,0.315858,0.0202514,8.46769,0.21984,DWARF,0.0127585251,0.00317175151,62.118,0.2158,0.0,0.0,69,0.008770765,,,0.00178776786,0.0,0.0,,,,,,,,,,,,0.2151,0.2165,bj2018,,,cdwrf,15.7971,0.002184,13.1523,0.00132,1,,cdwrf,apassdr9,cooldwarfs_v8,1.58866380607221,1.17598994249211,332.948235506759,-58.9460850225868,0.0367280023852205,0.0413072331986342,1,0,1719162286
0,290131778,20190415,,6945-01124-1,317-234440,21184786-2636578,,J211847.87-263658.4,6790773586275235200,13843927,,STAR,tmgaia2,319.699475771073,-26.6161264527722,tmgaia2,23.2358,0.156926,-57.5565,0.152343,gaia2,6.16554,0.0921935,gaia2,20.7625354521318,-42.9498570320947,313.891589974161,-10.4295018345275,8.847,0.031,8.324,0.002,,,,,,,,,,,7.232,0.026,7.048,0.021,6.959,0.024,AAA-111-111-000-0-0,,6.882,0.065,6.94,0.022,6.945,0.016,7.12,0.135,8.22688,0.000735,7.87598,0.0106,rered,gaia2,6356.0,143.68,3.70157,0.0945856,,,2.62392,0.132412,1.263,0.201024,0.0699121,0.0176631,DWARF,10.1235056,0.4941485,161.498,2.4235,0.0148425,0.005255035,100,0.214068174,,,0.00120227435,0.00346443,0.00704564,panstarrs,0.151591,0.250457,0.0934814,0.171343,0.0173597,0.0179665,0.0958832,0.093288,0.532131,0.456166,2.388,2.459,bj2018,147.099,140.26,dered,8.43083,0.011869,7.76571,0.011485,1,,tycho2v3,tycho2b3,,2.50108246285315,2.36334944613714,319.699587672499,-26.6163742655233,0.0896834009688205,0.0980050579535161,1,0,1713464378
