,ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
0,232612416,20190415,,,766-048830,17160566+6306214,1237671766932062273,J171605.66+630620.6,1438888501713397760,58648215,,STAR,tmgaia2,259.023619094492,63.1059560383483,tmgaia2,-2.86719,0.0474737,-81.0291,0.0424122,gaia2,5.89757,0.0208974,gaia2,92.713201747893,34.7053323372227,211.446234364182,84.2058323690834,12.665,0.02,11.806,0.046,15.329,0.00718013,12.67,0.00108204,11.6584,0.000670699,11.4431,0.00104588,13.3508,0.00783552,10.365,0.022,9.939,0.023,9.87,0.016,AAA-222-111-000-0-0,,9.854,0.022,9.913,0.02,9.823,0.027,9.807,0.35,11.6512,0.000221,11.1153,0.0061,rered,gaia2,5227.0,119.505,4.50479,0.0814786,,,0.874131,0.0475929,0.891,0.112337,1.33398,0.309651,DWARF,0.513875,0.0133546,168.735,0.5995,0.0184992,0.005610385,73,0.0455552675,,,0.00496038143,0.00740127,0.0038195,panstarrs,0.0868849,0.137789,0.0490427,0.0461432,0.18928,0.430021,0.0543672,0.10859,0.0141448,0.0125644,0.597,0.602,bj2018,121.671,117.339,dered,12.1057,0.001935,11.0684,0.001124,1,,ucac4,apassdr9,,0.86378730242705,0.657723557438951,259.023591803535,63.1056071630564,0.0221076628850553,0.0209725823717141,1,0,168359054
0,232976128,20190415,,4170-00766-1,782-023329,13221481+6618317,1237651272440152081,J132214.78+661830.9,1678371724905519744,59340712,,STAR,tmgaia2,200.561734621427,66.3087325074556,tmgaia2,-14.7854,0.0516733,-46.3126,0.0422341,gaia2,7.14014,0.0272763,gaia2,118.072395328624,50.5278282115069,148.033443455366,63.6752875282157,11.746,0.128,11.089,0.009,14.8817,0.00739911,16.6665,0.0287515,10.725,0.000404491,10.5564,0.000472987,12.9231,0.0108905,9.536,0.021,9.204,0.017,9.126,0.022,AAA-222-111-000-0-0,,9.093,0.023,9.149,0.021,9.06,0.027,9.034,,10.6987,0.000243,10.2108,0.006,rered,gaia2,5453.0,117.875,4.41707,0.0794538,,,0.999576,0.0506532,0.952,0.124441,0.953213,0.209767,DWARF,0.795917332,0.0201478,139.49,0.535,0.00704212,0.003370795,25,0.00424458,,,0.00292006414,0.00224564,0.00449595,panstarrs,0.0816997,0.167182,0.0385819,0.0627246,0.259693,0.159841,0.0971257,0.061782,0.012248,0.0280476,0.533,0.537,bj2018,159.995,75.755,dered,11.1016,0.000747,10.1643,0.000883,1,,tycho2v3,tycho2b3,,0.957072134849661,0.654995000406498,200.561576189223,66.3085331060635,0.0272850669208449,0.0219068957729134,1,0,148393657
0,233059608,20190415,88071,4208-01817-1,771-042197,17591372+6408331,,J175913.74+640833.5,1439931598946548736,,,STAR,tmgaia2,269.807228137964,64.1425771006917,tmgaia2,16.4836,0.0697764,15.4812,0.0702764,gaia2,15.0397,0.0333689,gaia2,93.5953982836064,29.8672434953178,268.008182577238,87.5805256019792,7.678,0.026,7.31,0.03,,,,,,,,,,,6.48,0.021,6.323,0.018,6.315,0.018,AAA-111-111-000-0-0,,6.13,0.09,6.178,0.025,6.282,0.015,6.137,0.04,7.18419,0.000287,6.895,0.0062,gbprp,spect,6603.0,110.395,4.17863,0.0868974,,,1.58365,0.0635955,1.38,0.232049,0.347459,0.0785498,DWARF,4.29514027,0.17068,66.3631,0.14805,0.0,0.0,84,0.747650743,,,0.0112878494,0.0,0.0,,0.180906,0.283192,0.0818744,0.0453166,0.0754943,0.0816052,0.0902392,0.0835555,0.182103,0.159257,0.1477,0.1484,bj2018,111.935,108.855,spect,7.41793,0.001985,6.86958,0.004696,1,,hipvmag,tycho2b3,,1.27671146723527,1.08975565074407,269.807390865903,64.1426437559496,0.0317900263484906,0.0320516763833991,1,0,180974030
0,233120979,20190415,,4205-00309-1,765-050498,18140704+6251296,,J181407.02+625129.6,2160710154407453056,58663599,,STAR,tmgaia2,273.529406701677,62.8582562477061,tmgaia2,-17.9,3.3,-3.0,3.4,tycho2,,,,92.2354479928284,28.1377961445545,293.764505855493,86.0037929881621,12.001,0.228,11.513,0.016,,,,,,,,,,,9.925,0.022,9.629,0.023,9.54,0.016,AAA-222-111-000-0-0,,9.523,0.023,9.546,0.02,9.489,0.027,9.179,,11.0942,0.000957,10.6479,0.0061,gbprp,splin,5273.0,,,,,,0.942541,,,,,,DWARF,,,185.952,,,,95,0.007487651,,,0.006042895,,,,,,,,,,,,,,,,,,,dered,11.448,0.002483,10.5958,0.002091,0,,tycho2v3,tycho2b3,,59.9603732378409,52.7064895008858,273.529237761375,62.8582433311404,0.832545621666898,0.827064391073015,1,0,188668872
0,233211762,20190415,,,804-024964,17464468+7047037,,J174644.66+704704.1,1638976498160668416,60387797,,STAR,tmgaia2,266.686217654506,70.7843861962012,tmgaia2,-10.63,2.0,26.99,2.0,sblink,,,,101.337520145018,30.8084307370249,104.389023075739,85.6093349959361,14.917,0.13,13.501,0.07,,,,,,,,,,,10.757,0.022,10.103,0.02,9.963,0.02,AAA-222-111-000-0-0,,9.861,0.023,9.806,0.019,9.718,0.028,9.959,0.537,12.9049,0.001359,12.0623,0.0063,gbprp,cdwrf,,,4.67672,0.325367,,,0.624,0.087,0.674,0.113,2.774,1.16028,DWARF,0.0891787,0.0248671379,123.834625,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7749,0.006331,11.9959,0.003238,0,,cdwrf,apassdr9,,38.0303695536594,31.0003568717466,266.686078594281,70.784502403199,0.139076442675678,0.148748699637692,1,0,176181306
0,233684822,20190415,,4206-00806-1,775-035476,17233677+6451439,,J172336.70+645144.5,1632890460783011584,58884314,,STAR,tmgaia2,260.903201511062,64.8622356199032,tmgaia2,-30.7863,0.042006,29.5549,0.0423705,gaia2,5.36983,0.0222878,gaia2,94.6828844611176,33.6525117661558,200.220480160835,85.8956914970669,11.352,0.11,10.668,0.008,,,,,,,,,,,9.269,0.022,8.992,0.023,8.89,0.022,AAA-222-122-0cc-0-0,,8.781,0.022,8.82,0.02,8.814,0.021,8.765,0.161,10.3613,0.000401,9.89947,0.0061,rered,gaia2,5641.0,121.749,4.11487,0.0763241,,,1.45077,0.0708794,1.0,0.125785,0.327497,0.0696741,DWARF,1.9200567,0.05088885,185.23,0.7705,0.015084,0.003827815,74,0.08390835,,,0.00489264354,0.0050885,0.00256713,panstarrs,0.107333,0.144238,0.0647678,0.076991,0.0591673,0.080181,0.078537,0.0741113,0.0483899,0.0533878,0.767,0.774,bj2018,137.86,105.638,dered,10.74,0.001055,9.85663,0.001624,1,,tycho2v3,tycho2b3,,0.771697813381004,0.657105521535112,260.902889474077,64.8623628704949,0.0212875712820764,0.021831783123902,1,0,170000169
0,236714379,20190415,,4188-00951-1,780-027113,15564838+6553204,,J155648.36+655320.0,1642755240451485312,59353420,,STAR,tmgaia2,239.201612412213,65.8890079779549,tmgaia2,-13.8642,0.0423442,-39.587,0.051982,gaia2,4.99534,0.0262803,gaia2,99.5559954428237,41.8504983745382,168.874517637335,77.6919017722473,12.277,0.275,11.646,0.019,,,,,,,,,,,10.042,0.02,9.668,0.015,9.558,0.02,AAA-222-111-000-0-0,,9.474,0.022,9.496,0.02,9.413,0.027,8.88,,11.2837,0.000589,10.794,0.006,rered,gaia2,5451.0,125.913,4.33923,0.0801804,,,1.0933,0.0570678,0.952,0.11962,0.728481,0.160455,DWARF,0.9507767,0.0240078,199.039,1.049,0.00926669,0.00429339,49,0.0221045837,,,0.00401672,0.00365119,0.00493559,panstarrs,0.0965047,0.142736,0.0698558,0.0442799,0.14011,0.180801,0.0714852,0.0888756,0.0236723,0.0243433,1.043,1.055,bj2018,109.328,142.499,dered,11.6823,0.000797,10.7414,0.000411,1,,tycho2v3,tycho2b3,,0.782432078937076,0.806114812349812,239.201466286708,65.8888375339952,0.022876433630214,0.0251944606763724,1,0,157632893
0,237222864,20190415,97166,4457-00836-1,821-023450,19445865+7403457,,J194458.70+740346.1,2288221003213039488,60309988,,STAR,tmgaia2,296.244328418828,74.0627370514966,tmgaia2,18.6177,0.0360503,28.0139,0.0455706,gaia2,15.1341,0.0231171,gaia2,106.131910318889,22.4505624305559,52.1991244356392,78.5739238396514,10.701,0.05,9.92,0.03,,,,,,,,,,,8.386,0.021,8.008,0.016,7.923,0.02,AAA-112-111-000-0-0,,7.826,0.025,7.909,0.019,7.864,0.018,7.758,0.115,9.68443,0.000389,9.1416,0.006,gbprp,gaia2,5126.0,124.385,4.49772,0.0845762,,,0.865815,0.0522739,0.86,0.104376,1.32502,0.314388,DWARF,0.466293037,0.0116015,65.9501,0.1013,0.0,0.0,100,0.00247925683,,,0.01655032,0.0,0.0,,0.102672,0.10608,0.045806,0.0587417,0.278114,0.350662,0.0979472,0.0712051,0.0078614,0.0153416,0.1012,0.1014,bj2018,129.654,119.116,dered0,10.1511,0.001322,9.09708,0.001408,1,,hipvmag,apassdr9,,0.700216116505797,0.706776948382859,296.244620349004,74.0628576670967,0.0190331675169473,0.0247261930530478,1,0,332919609
0,274762761,20190415,,,642-085473,20052353+3813471,,,2060325262521404160,,3183576,STAR,tmgaia2,301.347533178752,38.2308079772319,tmgaia2,-213.45,2.0,-576.64,2.0,sblink,,,,74.6567680292225,3.46765749637455,317.892308218979,56.5761487007786,,,17.2,0.2,,,,,,,,,,,11.55,0.019,10.966,0.018,10.69,0.022,AAA-222-111-000-0-0,,,,,,,,,,15.084,0.000933,13.5608,0.00762882,cdwrf,cdwrf,2972.0,157.0,5.15741,0.0425173,,,0.156193,0.00469252,0.12784,0.0200328,33.5492,2.25289,DWARF,0.00171479839,0.000468447164,,,,,2787,0.431953162,,,0.004353355,,,,,,,,,,,,,,,,,,,cdwrf,17.1755,0.009424,13.694,0.002555,0,,cdwrf,,cooldwarfs_v8,32.8094772976184,31.000102454255,301.346363287947,38.2283253442503,0.0635338945236219,0.079700528893356,1,0,377283461
0,278348461,20190415,,1622-01261-1,541-123477,20124688+1806175,,J201246.89+180617.2,1810218734055374720,44490717,,STAR,tmgaia2,303.195361280766,18.1048333152868,tmgaia2,16.3949,0.055694,-12.9383,0.0438762,gaia2,3.98272,0.0442773,gaia2,58.5410683639069,-8.75897180897003,310.647370035635,36.9771588831447,10.807,0.097,10.403,0.007,,,,,,,,,,,9.46,0.022,9.322,0.03,9.247,0.023,AAA-222-111-000-0-0,,9.177,0.022,9.208,0.019,9.215,0.035,8.505,,10.1944,0.000263,9.87463,0.006,rered,spect,6509.0,117.198,4.17233,0.0865922,0.08,0.05,1.56954,0.0717588,1.336,0.217385,0.345534,0.0797771,DWARF,3.98378372,0.226603,249.325,2.774,0.019967,0.01202215,1275,0.268621385,,,0.000117957519,0.0088344,0.0152099,panstarrs,0.152511,0.282259,0.0666337,0.0768839,0.0497222,0.109832,0.0519503,0.121234,0.197724,0.255482,2.744,2.804,bj2018,141.085,93.3101,spect,10.4369,0.000564,9.83013,0.000505,1,,tycho2v3,tycho2b3,,0.874563685839425,0.680372467801495,303.19543554687,18.1047776087313,0.0270724100160583,0.019909604845052,1,0,387598105
0,288132261,20190415,,4561-01851-1,848-011658,13575642+7934594,,J135756.29+793459.7,1715619914680155904,60705844,,STAR,tmgaia2,209.48505034233,79.5831895369524,tmgaia2,-30.956,0.0466094,30.6811,0.036765,gaia2,6.42505,0.0215433,gaia2,119.21499974575,37.0605068636522,116.94936596522,69.6787118668353,10.229,0.046,9.634,0.003,,,,,,,,,,,8.589,0.024,8.378,0.024,8.35,0.021,AAA-112-111-000-0-0,,8.274,0.023,8.315,0.02,8.282,0.019,8.5,0.21,9.52105,0.000289,9.13619,0.0061,rered,gaia2,6124.0,126.553,4.15391,0.0809288,,,1.49192,0.0699799,1.157,0.159362,0.348414,0.0762122,DWARF,2.82050776,0.09619655,154.944,0.521,0.0121303,0.004240335,62,0.0188758653,,,0.003296287,0.00534619,0.00313448,panstarrs,0.138836,0.179888,0.0805372,0.0594226,0.0528725,0.0995519,0.0539935,0.107864,0.0991469,0.0932462,0.519,0.523,bj2018,137.794,115.312,dered,9.82456,0.00157,9.09424,0.001257,1,,tycho2v3,tycho2b3,,0.940501366805362,0.570113060223591,209.484313190279,79.5833216369766,0.0228648796281236,0.0170684249788197,1,0,150047397
0,288735205,20190415,,,847-013988,18482406+7915217,1237663230680891621,J184824.04+791522.8,2294170838587572736,60725802,,STAR,tmgaia2,282.100297136879,79.2560447193138,tmgaia2,-5.65807,0.0398298,100.203,0.0473108,gaia2,8.43809,0.0266006,gaia2,110.882542486451,26.7557947297109,80.0851843280884,76.8820554053442,13.151,0.006,12.079,0.046,16.0051,0.00743466,13.1615,0.00156214,11.7687,0.000891152,11.5083,0.00169113,13.6358,0.0142954,10.226,0.021,9.715,0.017,9.619,0.018,AAA-222-111-000-0-0,,9.535,0.023,9.605,0.021,9.536,0.03,9.568,0.506,11.8104,0.000852,11.1534,0.0062,rered,gaia2,4699.0,129.561,4.54638,0.0920064,,,0.765001,0.0542789,0.751,0.0862556,1.67747,0.45632,DWARF,0.257063359,0.01328555,118.106,0.3735,0.0368164,0.01891325,85,0.008691662,,,0.00472304551,0.023325,0.0145015,panstarrs,0.0751158,0.0973953,0.0456739,0.0628839,0.464334,0.448307,0.0981764,0.0858364,0.0126711,0.0139,0.372,0.375,bj2018,150.205,108.916,dered,12.4022,0.00243,11.0998,0.001159,1,,ucac4,apassdr9,,0.801842746494724,0.733835750645873,282.100166458387,79.256476148928,0.0212320399331586,0.0275771605360506,1,0,219039672
0,355867695,20190415,,,780-023265,10283500+6551163,,J102834.71+655115.5,1053809778428567680,59325479,,STAR,tmgaia2,157.145936711808,65.8545506373776,tmgaia2,-177.236,0.0369214,-81.7719,0.0437339,gaia2,13.5585,0.0293903,gaia2,142.802540856097,45.3718893318003,126.536166284379,50.7159524791394,13.341,0.074,11.922,0.034,,,,,,,,,,,9.698,0.023,9.105,0.027,8.95,0.022,AAA-222-111-000-0-0,,8.891,0.023,8.964,0.02,8.88,0.023,9.215,0.453,11.5743,0.000536,10.8116,0.006,gbprp,gaia2,4225.0,135.544,4.5756,0.1122,,,0.693431,0.0690804,0.66,0.0825376,1.9794,0.688061,DWARF,0.138041124,0.009889305,73.5977,0.1604,0.0,0.0,38,0.04246701,,,0.002727847,0.0,0.0,,0.0839748,0.0811004,0.0562487,0.0819121,0.62147,0.754652,0.121128,0.103271,0.00781691,0.0119617,0.1601,0.1607,bj2018,159.658,111.43,dered0,12.3264,0.00164,10.7579,0.001174,1,,ucac4,apassdr9,,0.682069853155395,0.678271123102582,157.144071191242,65.8541985752526,0.0190093930920593,0.0231644279474986,1,0,140923014
0,356311210,20190415,,3902-00392-1,719-057740,17520385+5343504,,J175203.83+534350.6,1417009251113227648,56278089,,STAR,tmgaia2,268.016095716733,53.7306203918967,tmgaia2,-4.38494,0.0417988,18.2162,0.0406521,gaia2,4.97205,0.0211347,gaia2,81.5239127279977,30.1663563020168,264.723067992166,77.1335589799935,11.733,0.159,11.207,0.011,,,,,,,,,,,9.98,0.018,9.699,0.029,9.602,0.025,AAA-222-111-000-0-0,,9.518,0.023,9.546,0.02,9.477,0.029,8.857,0.276,11.1227,0.000489,10.6965,0.0065,rered,gaia2,5897.0,130.326,4.45922,0.0794702,,,1.01,0.0490678,1.071,0.134105,1.03951,0.230699,DWARF,1.111375,0.0383262,199.964,0.8515,0.021909,0.007723215,88,0.0574628226,,,0.00435001962,0.00625486,0.00919157,panstarrs,0.138908,0.129302,0.0482477,0.0498879,0.250249,0.21115,0.0871719,0.0717684,0.0359806,0.0406718,0.848,0.855,bj2018,119.384,141.267,dered,11.4432,0.003209,10.6316,0.00378,1,,tycho2v3,tycho2b3,,0.726505271504796,0.630466178094215,268.016063802999,53.7306988227626,0.0186186448878413,0.0212621060510129,1,0,178102945
0,365938305,20190415,,4399-01220-1,821-017684,12025497+7403400,,J120254.51+740339.7,1690920790414859520,60258892,,STAR,tmgaia2,180.729146884868,74.0611372220558,tmgaia2,-168.724,0.0423328,-29.7216,0.0367289,gaia2,10.6975,0.0207217,gaia2,127.431140214587,42.6406181576737,125.903713442652,62.0797114002948,11.163,0.07,10.255,0.005,,,,,,,,,,,8.881,0.021,8.497,0.029,8.392,0.025,AAA-112-111-000-0-0,,8.336,0.022,8.371,0.02,8.337,0.02,8.083,0.157,10.0897,0.000247,9.5966,0.006,gbprp,gaia2,5396.0,121.99,4.50457,0.0812179,,,0.898076,0.0478191,0.94,0.11604,1.29774,0.29788,DWARF,0.6160401,0.01438685,93.2276,0.18145,0.0,0.0,40,0.000701295037,,,0.004758323,0.0,0.0,,0.0653477,0.166732,0.0455151,0.0501231,0.307787,0.287973,0.0890702,0.0733656,0.0141503,0.0146234,0.1811,0.1818,bj2018,127.411,116.569,dered0,10.4951,0.001047,9.54656,0.001883,1,,tycho2v3,tycho2b3,,0.82217734824971,0.569605685413093,180.72650150924,74.0610092701842,0.0201975094587221,0.0187211372709252,1,0,144836254
0,406672232,20190415,,2157-01216-1,564-113756,20372481+2239168,,J203724.88+223915.8,1818973354862632192,,,STAR,tmgaia2,309.353389046438,22.654614894926,tmgaia2,54.072,0.0557085,-57.8447,0.0622317,gaia2,21.4516,0.0358727,gaia2,65.6459557552499,-10.9970991943358,319.40374151493,39.5863444054652,10.24,0.048,9.358,0.004,,,,,,,,,,,7.636,0.019,7.203,0.018,7.102,0.017,AAA-111-111-000-0-0,,6.919,0.049,7.066,0.02,7.032,0.017,6.98,0.108,9.08067,0.00035,8.5325,0.006,gbprp,gaia2,5098.0,125.822,4.54682,0.0834493,,,0.818229,0.0500503,0.86,0.0985563,1.5699,0.375872,DWARF,0.407421678,0.01082337,46.5539,0.0783,0.0,0.0,722,0.0563815236,,,0.00658397,0.0,0.0,,0.0716846,0.125428,0.0467196,0.0533809,0.294818,0.456926,0.0643725,0.102526,0.00988064,0.0117661,0.0782,0.0784,bj2018,144.213,107.43,dered0,9.55201,0.001107,8.48641,0.000826,1,,tycho2v3,tycho2b3,,0.881067714566086,0.965211517047105,309.353641321071,22.6543658415523,0.0276058471399123,0.0345947994003721,1,0,413266651
0,416195870,20190415,,3928-00717-1,737-060954,19085805+5720392,,J190858.04+572039.3,2142949231985222784,57435288,,STAR,tmgaia2,287.241995363378,57.3441828907939,tmgaia2,12.1585,0.0464858,-13.1942,0.0520998,gaia2,7.02559,0.027087,gaia2,87.9229403788052,20.3166682978892,319.228224578945,77.807777751432,12.029,0.248,11.471,0.017,,,,,,,,,,,9.648,0.028,9.258,0.037,9.106,0.025,AEA-222-111-000-0-0,,8.958,0.023,9.034,0.02,9.004,0.024,9.372,0.421,11.1977,0.000618,10.634,0.0084,rered,gaia2,5040.0,134.474,4.38482,0.0895632,,,0.974457,0.0643065,0.84,0.0988493,0.907802,0.238558,DWARF,0.5520042,0.0165889,141.755,0.5485,0.00620003,0.00330807,152,0.16868569,,,0.005284298,0.00309674,0.0035194,panstarrs,0.0818005,0.115898,0.0614377,0.0671754,0.158991,0.318125,0.0615983,0.117528,0.0160518,0.017126,0.546,0.551,bj2018,148.025,120.923,dered,11.6503,0.007008,10.5517,0.01073,1,,tycho2v3,tycho2b3,,0.82153803153556,0.808090813255314,287.242092379589,57.3441260824696,0.0225377879101141,0.0296440005401592,1,0,249240229
0,424865156,20190415,,3547-01402-1,690-068273,19285935+4758102,,J192859.33+475810.3,2129256395211984000,54444524,10666592,STAR,tmgaia2,292.247307554825,47.9695045141174,tmgaia2,-18.2812,0.0380635,8.91006,0.0369793,gaia2,2.9031,0.020597,gaia2,80.0329364083678,13.9752873836035,312.868333063863,68.1239085978846,10.964,0.099,10.481,0.007,,,,,,,,,,,9.555,0.03,9.344,0.029,9.334,0.018,AAA-222-111-000-0-0,,9.275,0.023,9.3,0.02,9.282,0.026,8.928,,10.3654,0.000393,10.0274,0.0061,rered,spect,6532.23,109.214,3.96818,0.0816647,0.232601,0.0260692,1.99356,0.0812563,1.347,0.217247,0.170013,0.0365399,DWARF,6.5192523,0.281611,341.079,2.414,0.0292719,0.00453824,365,0.0139303459,,,0.00127473066,0.00306878,0.0060077,panstarrs,0.18104,0.253454,0.088599,0.0739136,0.0407543,0.0323255,0.0803422,0.0829873,0.259248,0.303974,2.397,2.431,bj2018,95.0336,123.394,spect,10.6275,0.001227,9.98587,0.001131,1,,tycho2v3,tycho2b3,,0.645982930542694,0.573522063188059,292.247189992972,47.969542876936,0.0176494271777768,0.0198297495890887,1,0,290881018
0,467179528,20190415,,,780-025091,13115955+6550017,1237651271366017037,J131159.31+655001.5,1678074272650459008,59339891,,STAR,tmgaia2,197.998167681085,65.8338065266292,tmgaia2,-150.652,0.0407797,-25.3682,0.0388311,gaia2,27.7397,0.0226124,gaia2,119.580079918598,51.1604649714698,147.624148192662,62.5473686369049,14.578,0.048,12.941,0.049,16.5269,0.00700418,14.9498,0.00496775,12.5842,0.00170466,11.5997,0.00104591,11.6084,0.00464092,9.706,0.023,9.065,0.03,8.84,0.02,AAA-222-111-000-0-0,,8.715,0.022,8.612,0.019,8.504,0.024,8.233,0.207,12.1222,0.000249,11.0402,0.00731523,cdwrf,cdwrf,3618.0,157.0,4.79432,0.00537588,,,0.435666,0.0129388,0.431082,0.0202618,5.21313,0.219513,DWARF,0.0293005854,0.006860026,36.0118,0.0295,0.0,0.0,20,0.00761899026,,,0.00572592765,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.2711,0.001969,11.0747,0.001247,1,,cdwrf,apassdr9,cooldwarfs_v8,0.753272670642384,0.602181176830121,197.996583253443,65.8336973106165,0.0214734487654661,0.0189780825245057,1,0,147832364
0,158561566,20190415,,3546-00413-1,687-066646,19105011+4719589,,J191050.10+471958.8,,53688531,10264660,STAR,2mass,287.708814,47.33305,2mass,,,,,,,,,78.152857,16.516856,304.508666,68.660882,12.242,0.343,12.003,0.027,,,,,,,,,,,11.202,0.022,11.068,0.02,10.988,0.011,AAA-222-111-000-0-0,,10.96,0.023,10.976,0.02,10.934,0.08,9.388,,,,11.636,0.036,vjk,spec7,6378.0,25.0,,,0.07,0.1,2.00068,0.103465,,,,,,,,,,,,262,0.04199452,,,0.000444590871,,,,,,,,,,,,,,,,,,,spect,,,,,,,tycho2v3,tycho2b3,,60.0,70.0,287.708814,47.33305,60.0,70.0,1,0,253397273
0,142394656,20190415,,4163-00044-1,762-043002,13133342+6218195,1237655465382051872,J131333.31+621819.4,1675923005135391488,58610939,,STAR,tmgaia2,198.389203641436,62.3054458477423,tmgaia2,-66.9887,0.0770934,-15.3181,0.0645016,gaia2,9.09906,0.0448766,gaia2,118.494404507369,54.6318211147654,153.729260095718,60.5394324842972,11.712,0.118,10.92,0.008,15.6091,0.0106854,11.458,0.000933556,10.658,0.000558186,10.4417,0.00105384,11.1362,0.00318589,9.4,0.02,9.034,0.023,8.911,0.014,AAA-222-111-000-0-0,,8.886,0.023,8.941,0.019,8.846,0.026,8.878,0.411,10.692,0.000739,10.1495,0.0063,rered,gaia2,5150.0,126.322,4.46736,0.0830147,,,0.901802,0.0535628,0.87,0.105344,1.18628,0.282696,DWARF,0.515402,0.0140244,109.557,0.5425,0.00667819,0.002942365,39,0.000408090244,,,0.003328208,0.00281829,0.00306644,panstarrs,0.0912791,0.119408,0.0551905,0.0519352,0.287513,0.277878,0.103814,0.0622155,0.0117152,0.0163336,0.54,0.545,bj2018,119.083,133.561,dered,11.1513,0.002544,10.0987,0.002571,1,,tycho2v3,tycho2b3,,1.39718285994121,1.0004235061172,198.388583052569,62.3053798961943,0.0494704066846273,0.0360213947092529,1,0,147887641
0,198241702,20190415,,,773-039019,16384729+6433312,,J163847.22+643332.5,1635108588053258752,58883053,,STAR,tmgaia2,249.697040725741,64.5587166173113,tmgaia2,-40.011,0.037986,107.858,0.0557598,gaia2,5.78043,0.023219,gaia2,95.6247865748728,38.3821278120456,184.009111219892,81.4063926278583,12.33,0.059,11.618,0.034,,,,,,,,,,,10.303,0.02,9.952,0.018,9.89,0.019,AAA-222-111-000-0-0,,9.854,0.023,9.898,0.02,9.856,0.036,9.728,,11.4712,0.000866,10.9897,0.0061,rered,gaia2,5517.0,124.91,4.56667,0.0843794,,,0.848906,0.0452839,0.969,0.128979,1.58396,0.360851,DWARF,0.601486146,0.01662825,172.138,0.693,0.0139266,0.005950915,44,0.0247454662,,,0.00570454542,0.00481562,0.00708621,panstarrs,0.104127,0.15383,0.0459427,0.0446251,0.303922,0.417781,0.0726824,0.0960765,0.0144975,0.018759,0.69,0.696,bj2018,142.755,107.064,dered,11.8678,0.000688,10.9441,0.000403,1,,ucac4,apassdr9,,0.696698587124349,0.864652802844125,249.696639712618,64.5591810064706,0.0199801877930543,0.0254933244711648,1,0,162199900
0,237200747,20190415,,,825-020532,19320783+7453279,,J193207.80+745327.9,2289068176923197952,60307259,,STAR,tmgaia2,293.03270808089,74.8911328356254,tmgaia2,-12.9782,0.0446353,-13.9829,0.0406544,gaia2,5.81439,0.0225063,gaia2,106.682136718185,23.5311920227433,58.1162687101395,78.8676010908791,13.771,0.701,12.256,0.057,,,,,,,,,,,10.633,0.02,10.22,0.019,10.122,0.019,AAA-222-111-000-0-0,,10.065,0.023,10.131,0.02,10.044,0.036,9.006,,12.0486,0.000441,11.463,0.0061,rered,gaia2,5051.0,131.423,4.52777,0.0860324,,,0.828058,0.0512915,0.843,0.1037,1.48472,0.369902,DWARF,0.402092159,0.0167127,171.138,0.664,0.0428977,0.01574815,97,0.03494998,,,0.004294482,0.021134,0.0103623,panstarrs,0.0819641,0.125436,0.0590945,0.0434884,0.236726,0.503077,0.111289,0.0607758,0.0144979,0.0189275,0.662,0.666,bj2018,105.272,157.575,dered,12.5586,0.002131,11.4169,0.001682,1,,ucac4,apassdr9,,0.871677933077904,0.630532661352045,293.032493703294,74.8910726315731,0.0212423686033712,0.0221581706251467,1,0,298943795
