name,hostname,IC,disposition,period,rade,rade_est,radj,radj_est,masse,masse_est,massj,massj_est,tran_depth_ppm,tran_dur_hr,semi_au,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
Kepler-338 c,Kepler-338,,Confirmed,24.310856,2.299655172413793,,0.20514319111630622,,,5.903019619874823,,0.018572883679560843,184.4,8.82,0.17942975269695122,127.41222002007181,550.8,2013,2014.0,Transit,Kepler,1.304,1.71,6270.4,0.613,11.098,10.756,282.9790593,40.7844188,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-338
Kepler-352 b,Kepler-352,,Confirmed,10.05537,0.8114871794871794,,0.07238957890162172,,,0.4596669045054833,,0.001446266571769447,145.79999999999998,2.963,0.08353001855164509,47.677650341212065,253.1,2013,2014.0,Transit,Kepler,0.769,0.736,5105.0,-0.478,11.61,11.132,299.8966237,46.0519022,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-352
Kepler-352 c,Kepler-352,,Confirmed,16.332995,1.170051282051282,,0.10437567190466386,,,1.7063203175039772,,0.005368657198829492,289.0,2.122,0.1154217780320468,24.97034137018217,253.1,2013,2014.0,Transit,Kepler,0.769,0.736,5105.0,-0.478,11.61,11.132,299.8966237,46.0519022,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-352
Kepler-366 b,Kepler-366,,Confirmed,3.281959,2.4291619047619046,,0.21669597723121362,,,6.478449421432609,,0.020383379232396595,191.0,2.851,0.04568502086317198,1719.698628257712,1813.6,2013,2014.0,Transit,Kepler,1.181,1.747,6002.0,0.555,13.708,13.351,296.8520316,49.0844359,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-366
Kepler-353 c,Kepler-353,,Confirmed,8.410894,1.7636399999999999,,0.15732738626226583,,,3.76182752512402,,0.011835973712752164,755.6,2.253,0.0690918246613621,21.684363336319066,386.4,2013,2014.0,Transit,Kepler,0.622,0.639,4097.0,-0.985,13.601,12.808,296.8565596,41.7580749,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-353
Kepler-381 c,Kepler-381,,Confirmed,13.391635,1.053656050955414,,0.09399251123598698,,,1.172077981517916,,0.0036877512554444707,46.1,3.417,0.11522275383441166,211.7988016787431,267.0,2013,2014.0,Transit,Kepler,1.138,1.477,6135.7,0.449,9.721,9.504,285.1828685,43.8310283,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-381
Kepler-368 c,Kepler-368,,Confirmed,72.379334,3.9645148514851485,,0.35365877354907654,,,14.881566186599041,,0.04682240879274783,366.4,7.685,0.36318794603050253,30.671650563243396,766.6,2014,2014.0,Transit,Kepler,1.22,2.064,5687.5,0.607,11.6,11.175,291.880018,45.3878419,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-368
Kepler-370 c,Kepler-370,,Confirmed,19.02293,2.2113555555555555,,0.19726632966597282,,,5.523377346295818,,0.01737840149229405,401.6,3.418,0.14061381432172745,54.56875202276467,1162.4,2013,2014.0,Transit,Kepler,1.025,1.042,5753.0,0.033,13.977,13.55,292.1710683,40.9162381,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-370
Kepler-371 c,Kepler-371,,Confirmed,67.968015,2.2348888888888894,,0.1993656457528001,,,5.623543756302329,,0.017693558683265675,321.8,7.802,0.32550520035374714,16.706448539278618,809.7,2014,2014.0,Transit,Kepler,0.996,1.243,5965.0,0.248,12.701,12.344,292.3264835,38.6575441,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-371
Kepler-372 b,Kepler-372,,Confirmed,6.849692,1.5115087719298246,,0.13483575128722788,,,2.894996212363423,,0.00910863106806602,139.2,4.12,0.07352052581315462,406.61443397945686,1482.0,2014,2014.0,Transit,Kepler,1.13,1.267,6230.2,0.342,13.878,13.559,291.2562253,49.2589288,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-372
Kepler-376 c,Kepler-376,,Confirmed,14.172327,2.1404152542372885,,0.19093802446362965,,,5.225923544150412,,0.016442511859013974,246.8,2.61,0.11888231911792078,174.89019534799544,917.7,2013,2014.0,Transit,Kepler,1.116,1.411,6082.5,0.393,12.697,12.32,291.6071451,38.4103192,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-376
Kepler-328 c,Kepler-328,,Confirmed,71.312,7.055660377358491,,0.6294077053843434,,39.4,,0.1239656420098795,,2138.0,8.781,0.3585245826700229,20.41559878004524,2142.0,2013,2013.0,Transit,Kepler,1.209,1.385,6239.6,0.419,14.463,14.187,295.8092756,40.0084866,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-328
Kepler-367 b,Kepler-367,,Confirmed,37.815724,1.3433333333333335,,0.11983348201011003,,,2.3696017801513567,,0.007455563603660312,275.8,4.631,0.19934171333638742,5.4050986727276085,188.2,2013,2014.0,Transit,Kepler,0.739,0.713,4652.8,-0.668,11.243,10.674,297.292558,49.9817499,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-367
Kepler-393 b,Kepler-393,,Confirmed,9.182417,1.4031086956521739,,0.12516580692704493,,,2.551387527166575,,0.008027522660436633,84.7,4.343,0.09435134498483787,406.9151027692783,877.8,2013,2014.0,Transit,Kepler,1.329,1.501,6505.2,0.559,12.325,11.995,290.995205,45.192188,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-393
Kepler-396 b,Kepler-396,,Confirmed,42.994,3.0377358490566038,,0.27098446467944726,,75.5,,0.23754837491740868,,1108.1000000000001,4.6011,0.23577841347086648,11.994769810127483,223.5,2013,2013.0,Transit,Kepler,0.946,0.92,5430.6,-0.176,10.672,10.285,296.1328135,48.9773095,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-396
Kepler-397 c,Kepler-397,,Confirmed,135.498527,6.452883116883117,,0.5756363172955501,,,34.028285322270264,,0.10706442224544652,5038.099999999999,6.901,0.4800761818944827,1.7880500883620785,975.8,2014,2014.0,Transit,Kepler,0.804,0.804,5149.8,-0.385,14.587,13.9,295.8940373,42.3805156,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-397
Kepler-381 b,Kepler-381,,Confirmed,5.629021,0.9313566878980892,,0.08308266618180991,,,0.7531879447048109,,0.0023697824141988197,38.3,3.913,0.06465534410595844,672.6530955068024,267.0,2013,2014.0,Transit,Kepler,1.138,1.477,6135.7,0.449,9.721,9.504,285.1828685,43.8310283,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-381
Kepler-399 d,Kepler-399,,Confirmed,58.034616,4.463735294117647,,0.3981922653093351,,,18.201165813626783,,0.05726698490899784,807.1,5.435,0.30419457184131526,31.23899688790776,1211.6,2014,2014.0,Transit,Kepler,1.115,1.606,5930.6,0.461,13.175,12.698,299.5017242,40.6707669,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-399
Kepler-40 b,Kepler-40,,Confirmed,6.87349,13.707028169014084,,1.2227500596801144,,699.2,,2.1999181952616182,,3753.7999999999997,6.86,0.07874833612378868,934.3664313984251,2254.0,2010,2010.0,Transit,Kepler,1.379,2.227,5999.2,0.763,13.536,13.27,296.8136883,47.5265446,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-40
Kepler-400 c,Kepler-400,,Confirmed,17.340824,1.49,,0.13291703835860838,,,2.82540202423678,,0.00888966436219608,170.8,3.425,0.134,76.86,845.97,2014,2014.0,Transit,Kepler,1.08,1.15,5886.0,0.152,12.566,12.296,290.9444679,40.4800528,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-400
Kepler-401 b,Kepler-401,,Confirmed,14.383035,2.1767142857142856,,0.19417611826175607,,,5.3772805462540525,,0.01691873185745226,178.5,8.729,0.12632323427404263,248.90494629519333,962.1,2014,2014.0,Transit,Kepler,1.3,1.693,6256.4,0.599,12.277,11.987,290.0827494,50.8634361,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-401
Kepler-401 d,Kepler-401,,Confirmed,184.256405,2.9791550387596897,,0.26575870104903565,,,9.161313257526052,,0.028824570548802983,292.2,11.283,0.6916153239088991,8.303683463760766,962.1,2015,2016.0,Transit,Kepler,1.3,1.693,6256.4,0.599,12.277,11.987,290.0827494,50.8634361,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-401
Kepler-403 c,Kepler-403,,Confirmed,54.280749,2.363157894736842,,0.2108080191558289,,,6.1824291940930065,,0.019452000107268056,147.8,5.373,0.3122868789988497,48.182854491412954,836.9,2014,2014.0,Transit,Kepler,1.379,1.796,6332.1,0.672,11.83,11.537,289.9214256,46.7445267,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-403
Kepler-405 c,Kepler-405,,Confirmed,29.726682,4.225415730337079,,0.37693271457065824,,,16.582214200100022,,0.052173219016770044,1010.1999999999999,1.534,0.17684585193422117,14.514772891267004,1077.9,2014,2014.0,Transit,Kepler,0.835,0.807,5266.1,-0.343,14.543,14.056,291.4094615,38.3400107,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-405
Kepler-4 b,Kepler-4,,Confirmed,3.21346,4.034230872483222,,0.3598778655203587,,24.472,,0.07699713683415663,,869.9999999999999,3.98235,0.04548779495712149,1247.9874861207688,485.7,2009,2009.0,Transit,Kepler,1.216,1.502,5968.2,0.412,11.122,10.805,285.6154492,50.1357712,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-4
Kepler-408 b,Kepler-408,,Confirmed,2.46502,0.8246666666666668,,0.07356526910496582,,,0.48699140055731327,,0.0015322386198826836,30.599999999999998,1.231,0.03676407492771301,1483.0394880361885,88.6,2013,2014.0,Transit,Kepler,1.091,1.237,6169.1,0.302,7.784,7.486,284.7862158,48.4232622,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-408
Kepler-394 b,Kepler-394,,Confirmed,8.005013,1.4215929203539825,,0.12681471189598417,,,2.608714630288675,,0.008207892994017793,187.5,3.419,0.0790901131319328,190.43887465613747,1062.4,2013,2014.0,Transit,Kepler,1.03,1.004,6010.2,0.076,13.724,13.384,296.3019792,50.6723115,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-394
Kepler-394 c,Kepler-394,,Confirmed,12.130686,1.4749026548672566,,0.13157026359208354,,,2.7769692141905282,,0.008737278463928919,211.2,3.819,0.10434486381514231,109.41020879952401,1062.4,2013,2014.0,Transit,Kepler,1.03,1.004,6010.2,0.076,13.724,13.384,296.3019792,50.6723115,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-394
Kepler-419 b,Kepler-419,,Confirmed,69.7546,11.520000000000001,,1.0276538804638715,,794.5,,2.4997640247931283,,4491.2,3.7177,0.37379314730137364,36.285852386110705,1006.8,2011,2014.0,Transit,Kepler,1.432,1.856,6346.1,0.705,12.088,11.859,295.4179125,51.1847629,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-419
Kepler-431 b,Kepler-431,,Confirmed,6.803,1.1053467889908255,,0.09860363862540816,,,1.3915773837608552,,0.004378370146810733,32.699999999999996,4.608,0.07601161792703988,597.3653757498256,485.4,2014,2015.0,Transit,Kepler,1.266,1.577,6258.6,0.538,10.945,10.649,281.1123072,43.2277663,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-431
Kepler-395 c,Kepler-395,,Confirmed,34.989262,1.4967857142857144,,0.1335223652351217,,,2.8472828375295385,,0.008958508754773113,593.0,4.459,0.1785208087183971,3.2034821532013478,410.4,2013,2014.0,Transit,Kepler,0.62,0.635,4096.3,-0.991,13.818,12.948,293.5111889,45.1366252,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-395
Kepler-430 c,Kepler-430,,Confirmed,110.979,1.6067114093959731,,0.14332840404959618,,,3.2113356503539707,,0.010103941259018881,150.20000000000002,12.388,0.47474104083593166,9.059129016816494,912.9,2015,2015.0,Transit,Kepler,1.159,1.368,5890.4,0.31,12.743,12.391,292.8085984,49.5794242,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-430
Kepler-43 b,Kepler-43,,Confirmed,3.0240949,13.25985352112676,,1.1828593685215665,,1026.5909,,3.23,,8004.799999999999,2.9,0.04405083947613986,1156.3561690701613,1002.3,2011,2011.0,Transit,Kepler,1.247,1.378,6008.2,0.351,12.858,12.549,285.2408288,46.6682411,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-43
Kepler-448 c,KOI-12,,Confirmed,2500.0,,12.045832695870974,,1.0745613466432626,6992.26,,22.000000000000004,,,,4.067997612151571,0.2813446242455245,398.9,2017,2017.0,Transit Timing Variations,Kepler,1.437,1.491,6943.4,0.668,10.461,10.234,297.4537402,41.0110188,False,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/KOI-12
Kepler-449 b,Kepler-449,,Confirmed,12.58242,2.056,,0.18340767172167707,,,4.880836334591855,,0.015356751516823005,118.7,6.3287,0.1027,167.41,241.949,2011,2015.0,Transit,Kepler,1.02,1.47,5649.18,0.296,10.088,9.701,293.732787,41.9006366,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-449
Kepler-430 b,Kepler-430,,Confirmed,35.968,2.9838926174496647,,0.26618132180639287,,,9.186061628899276,,0.028902437242863406,269.7,2.839,0.2239960874321544,40.692946266734396,912.9,2013,2015.0,Transit,Kepler,1.159,1.368,5890.4,0.31,12.743,12.391,292.8085984,49.5794242,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-430
Kepler-445 b,Kepler-445,,Confirmed,2.984151,2.287238095238095,,0.20403551251008878,,,5.849006879025004,,0.01840294144361767,2597.9999999999995,1.0304,0.026347079288499022,13.757358138334139,127.1,2014,2015.0,Transit,Kepler,0.274,0.304,3264.2,-2.02,13.542,12.61,298.7363395,46.4991236,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-445
Kepler-46 b,Kepler-46,,Confirmed,33.60134,7.891152127659575,,0.7039386376145919,,,47.88554573214138,,0.15066402080401908,7425.9,4.4539,0.1941682403053582,11.41940854004343,781.8,2011,2012.0,Transit,Kepler,0.865,0.819,5160.5,-0.366,13.814,13.347,289.2687388,42.6041819,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-46
Kepler-463 b,Kepler-463,,Confirmed,8.98101683,3.4769999999999994,,0.31016949152542367,,,11.90965840273156,,0.03747178807139528,1059.3,1.8737,0.08364575138574837,190.15696029633372,393.8,2011,2016.0,Transit,Kepler,0.968,1.026,6111.7,0.124,11.65,11.209,298.9368228,44.8578644,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-463
Kepler-470 b,Kepler-470,,Confirmed,24.66919569,13.439638554216867,,1.19889728405146,,,580.6553513238599,,1.8269368886633104,7441.400000000001,6.9185,0.18233921518071897,130.08877904685215,926.1,2013,2016.0,Transit,Kepler,1.329,1.545,6678.3,0.636,12.269,12.034,297.009436,50.3722829,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-470
Kepler-450 b,Kepler-450,,Confirmed,28.454851,6.091329268292683,,0.5433835208111224,,19.4,,0.061038920177453354,,1429.8,8.1223,0.20004186886475053,87.04787898540505,454.2,2011,2015.0,Transit,Kepler,1.319,1.627,6166.8,0.542,10.708,10.429,295.4865821,51.0135237,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-450
Kepler-450 d,Kepler-450,,Confirmed,7.51464,0.830365243902439,,0.07407361676203739,,17.6,,0.05537551521253501,,31.6,4.965,0.08234213928101178,513.7545818562314,454.2,2015,2015.0,Transit,Kepler,1.319,1.627,6166.8,0.542,10.708,10.429,295.4865821,51.0135237,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-450
Kepler-494 b,Kepler-494,,Confirmed,8.02511821,8.477333333333332,,0.7562295569432055,,,54.080138253134805,,0.1701542908257081,3247.9,5.3189,0.08223440340616729,390.74453073372393,1024.4,2011,2016.0,Transit,Kepler,1.152,1.496,5958.4,0.422,12.899,12.468,297.2140408,41.6640071,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-494
Kepler-441 b,Kepler-441,,Confirmed,207.2482,1.5684363636363634,,0.1399140377909334,,,3.0825359766590967,,0.00969869419708365,809.2,6.05,0.5588072532122064,0.24181093199403775,259.4,2015,2015.0,Transit,Kepler,0.542,0.526,4146.9,-1.122,13.04,12.288,284.566954,49.0127077,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-441
Kepler-49 b,Kepler-49,,Confirmed,7.2037945,3.171622641509434,,0.2829279787251948,,,10.188682120319879,,0.03205701828121914,1765.8999999999999,2.9766,0.06180717132976259,25.230291244114948,307.6,2011,2012.0,Transit,Kepler,0.607,0.618,4095.6,-1.016,13.184,12.383,292.2945208,40.5918123,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-49
Kepler-462 b,Kepler-462,,Confirmed,84.6866,2.9694267515923567,,0.26489087882179807,,53.9,,0.16958751533838845,,347.70000000000005,10.0248,0.4449773207718282,53.25056822781885,594.5,2011,2016.0,Transit,Kepler,1.639,1.554,8329.9,1.023,10.983,10.851,299.8211502,43.8142793,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-462
Kepler-444 e,Kepler-444,,Confirmed,7.743493,0.592592,,0.05286280107047279,,0.1,,0.0003146336091621307,,51.3,2.7852,0.06971883950619694,76.61251174911817,36.0,2015,2015.0,Transit,Kepler,0.754,0.814,4993.4,-0.429,7.244,6.703,289.7528323,41.631884,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-444
Kepler-446 d,Kepler-446,,Confirmed,5.148921,1.215,,0.10838537020517396,,,1.9531668625731151,,0.006145319392672546,2355.0,0.8832,0.03325088094668374,5.719969171014402,96.0,2014,2015.0,Transit,Kepler,0.185,0.216,3503.3,-2.199,13.591,12.827,282.2501047,44.921002,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-446
Kepler-260 c,Kepler-260,,Confirmed,76.050178,1.887697674418605,,0.16839408335580774,,,4.222036376135895,,0.0132839454303744,388.4,6.826,0.35035297379910046,6.039324754910122,629.0,2013,2014.0,Transit,Kepler,0.992,0.933,5542.4,-0.13,12.9,12.494,291.9259658,38.0140525,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-260
Kepler-261 b,Kepler-261,,Confirmed,10.381227,2.113772151898734,,0.18856129811763905,,,5.11596172719425,,0.01609653502562455,869.7,2.759,0.08638437253103956,41.50779220952506,317.9,2011,2014.0,Transit,Kepler,0.798,0.766,4913.3,-0.509,12.127,11.585,291.3647333,37.609239,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-261
Kepler-269 b,Kepler-269,,Confirmed,5.326718,4.3070625,,0.3842161016949152,,,17.12987189958925,,0.0538963342025273,611.4,3.387,0.05965109380775444,632.0670875850046,2185.3,2013,2014.0,Transit,Kepler,0.998,1.674,5451.6,0.352,14.438,13.961,290.2151459,41.775981,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-269
Kepler-269 c,Kepler-269,,Confirmed,8.127899,2.9469374999999998,,0.2628847011596788,,,8.993742524662796,,0.02829733670409589,224.1,3.899,0.07906133440239983,359.80874937316366,2185.3,2013,2014.0,Transit,Kepler,0.998,1.674,5451.6,0.352,14.438,13.961,290.2151459,41.775981,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-269
Kepler-27 b,Kepler-27,,Confirmed,15.3348,5.308474576271187,,0.47354813347646624,,,24.42835925869797,,0.07685982839473295,3081.4,3.47,0.11433673571157497,34.2474643221812,1111.4,2011,2011.0,Transit,Kepler,0.848,0.783,5330.9,-0.349,14.484,14.118,292.2367608,41.085871,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-27
Kepler-28 c,Kepler-28,,Confirmed,8.9858,3.2251428571428575,,0.2877023066139926,,,10.48230114263431,,0.032980842408313595,905.3,4.39,0.07452894269554006,29.467960543894357,439.7,2011,2011.0,Transit,Kepler,0.684,0.664,4499.3,-0.786,13.334,12.719,292.1370409,42.4294835,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-28
Kepler-288 c,Kepler-288,,Confirmed,19.305772,2.7140366972477064,,0.2421085367749961,,,7.8205178266218445,,0.024605977493068133,709.1,4.192,0.13859817433877936,63.60408081429295,1184.8,2013,2014.0,Transit,Kepler,0.953,1.038,5947.5,0.087,14.0,13.587,288.9163997,39.5947523,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-288
Kepler-282 e,Kepler-282,,Confirmed,44.347,3.9046067415730334,,0.348314606741573,,56.2,,0.17682408834911748,,791.7,6.399,0.24213264923932312,23.762563609140916,1323.7,2011,2013.0,Transit,Kepler,0.963,1.121,5912.0,0.144,14.08,13.65,284.6772402,44.7976401,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-282
Kepler-292 f,Kepler-292,,Confirmed,20.834237,2.35566265060241,,0.21013939791279304,,,6.149174275386304,,0.019347368956317227,803.1,4.341,0.14129491313798428,25.39492569613437,1067.8,2011,2014.0,Transit,Kepler,0.867,0.832,5330.5,-0.295,14.537,13.97,295.7661979,42.4242822,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-292
Kepler-297 c,Kepler-297,,Confirmed,74.920137,6.276978260869565,,0.5599445370980879,,42.1,,0.13246074945725703,,4119.2,4.794,0.3388816453137439,6.7593339874145775,693.5,2011,2014.0,Transit,Kepler,0.925,0.883,5761.9,-0.11,13.122,12.78,283.2091605,48.7776156,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-297
Kepler-29 c,Kepler-29,,Confirmed,13.28613,2.381671232876712,,0.21245952122004566,,4.5,,0.014158512412295881,,1039.6,3.2825,0.10191327427724503,48.14359204022776,848.6,2011,2011.0,Transit,Kepler,0.8,0.743,5624.8,-0.301,14.131,13.657,298.348382,47.4913021,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-29
Kepler-298 d,Kepler-298,,Confirmed,77.473633,2.8318965517241383,,0.25262235073364303,,,8.405810604148712,,0.0264475052831662,1543.6,4.433,0.31044041637219166,1.729989572751055,514.4,2013,2014.0,Transit,Kepler,0.665,0.657,4543.0,-0.778,13.718,13.075,283.0398448,48.8253303,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-298
Kepler-368 b,Kepler-368,,Confirmed,26.84768,3.331009900990099,,0.2971462891159767,,,11.073158517936271,,0.034839878293226795,254.1,10.085,0.18749637670902333,115.08381251600704,766.6,2013,2014.0,Transit,Kepler,1.22,2.064,5687.5,0.607,11.6,11.175,291.880018,45.3878419,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-368
Kepler-359 d,Kepler-359,,Confirmed,77.095691,4.01,,0.35771632471008025,,2.7,,0.008495107447377529,,942.8000000000001,3.476,0.372,11.0,1443.21,2014,2014.0,Transit,Kepler,1.14,1.09,6248.0,-0.097,14.736,14.487,293.2936129,42.1963497,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-359
Kepler-291 c,Kepler-291,,Confirmed,5.700786,2.2357254901960784,,0.19944027566423533,,,5.62711824642635,,0.017704805230552026,379.8,1.647,0.06076378194115339,334.74215439167676,1741.8,2013,2014.0,Transit,Kepler,0.921,1.213,5515.0,0.092,14.688,14.15,287.9163029,42.4372666,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-291
Kepler-300 b,Kepler-300,,Confirmed,10.446347,2.575511111111111,,0.22975121419367625,,,7.154953875436266,,0.022511889612170866,354.2,2.19,0.09792464867266967,245.59298395440774,1093.3,2013,2014.0,Transit,Kepler,1.148,1.388,6060.2,0.372,13.113,12.742,295.2886934,48.5997243,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-300
Kepler-304 c,Kepler-304,,Confirmed,5.315946,2.1354057971014493,,0.19049115049968326,,,5.205175100420245,,0.016377230281660778,1049.7,1.114,0.05300382884926982,66.43325227523903,437.0,2013,2014.0,Transit,Kepler,0.703,0.679,4596.5,-0.729,13.243,12.626,294.4418031,40.5575408,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-304
Kepler-305 c,Kepler-305,,Confirmed,8.291,3.267,,0.29143621766280103,,6.0,,0.018878016549727844,,1033.8999999999999,3.613,0.07525029511020827,67.29512204705046,875.2,2013,2013.0,Transit,Kepler,0.827,0.792,5089.6,-0.419,14.25,13.702,299.2242557,40.343167,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-305
Kepler-309 c,Kepler-309,,Confirmed,105.356383,2.6355,,0.23510258697591432,,,7.440190845968131,,0.023409340987219997,1210.2,3.658,0.40151538853715224,1.4675591363001999,542.8,2011,2014.0,Transit,Kepler,0.778,0.756,4626.5,-0.626,13.504,12.852,297.5098911,46.9614121,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-309
Kepler-31 d,Kepler-31,,Confirmed,87.6451,3.890409836065574,,0.3470481566517015,,,14.412381394231547,,0.04534619574688213,959.0,8.256,0.40931479412986876,13.768452041324144,1659.8,2011,2014.0,Transit,Kepler,1.191,1.217,6435.7,0.363,14.233,13.871,294.0230229,45.8530535,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-31
Kepler-36 c,Kepler-36,,Confirmed,16.21865,3.7534828220858896,,0.3348334364037368,,7.13,,0.02243337633325992,,425.3,7.46,0.1267588632510913,177.02855656217102,525.9,2011,2012.0,Transit,Kepler,1.033,1.663,5804.2,0.454,11.124,10.788,291.2501859,49.2318073,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-36
Kepler-360 b,Kepler-360,,Confirmed,3.289672,1.4445283018867925,,0.1288606870550216,,,2.680572747255917,,0.008433982780907772,246.0,2.312,0.04258426370167421,394.0049834911502,874.9,2013,2014.0,Transit,Kepler,0.952,0.928,5501.2,-0.146,13.642,13.228,286.2847077,44.7815817,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-360
Kepler-375 b,Kepler-375,,Confirmed,12.125934,1.532857142857143,,0.13674015547342933,,,2.964758161389495,,0.009328125606108595,327.5,3.04,0.10035407358560564,71.1098868777444,1249.7,2013,2014.0,Transit,Kepler,0.917,0.888,5625.8,-0.145,14.536,14.081,288.6178715,48.0983639,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-375
Kepler-362 b,Kepler-362,,Confirmed,10.327186,1.692777777777778,,0.1510060461889186,,,3.508820922280251,,0.011039929906806314,126.9,1.803,0.0910752481100438,213.4023875111769,1072.8,2014,2014.0,Transit,Kepler,0.945,1.385,5646.9,0.248,13.322,12.784,291.771603,47.5299192,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-362
Kepler-378 b,Kepler-378,,Confirmed,16.092361,0.8026119402985075,,0.07159785372868041,,,0.4419008020586469,,0.001390368442433524,136.9,1.937,0.11237095303048851,16.776133429348846,151.7,2013,2014.0,Transit,Kepler,0.731,0.717,4620.1,-0.674,10.846,10.201,294.9489697,46.4388673,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-378
