name,hostname,IC,disposition,period,rade,rade_est,radj,radj_est,masse,masse_est,massj,massj_est,tran_depth_ppm,tran_dur_hr,semi_au,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
TOI-1649.01,TIC 116608612,116608612.0,Candidate,3.45572,15.810942158426965,,1.4104319499042786,,,39433.541034231406,,124.07117337643209,6250.0,2.179,0.056322376423111255,3998.455510935968,267.683,2020,,Transit,TESS,1.996,1.77761,8170.0,1.1032542097927933,8.878,8.793,85.66320833333333,35.18570833333333,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=116608612
TOI-1652.01,TIC 154867950,154867950.0,Candidate,0.66647,3.3782266846231157,,0.30135831263364105,,,11.340961990511989,,0.03568247802445329,210.0,1.21,0.014517572428317693,13694.06952583372,130.942,2020,,Transit,TESS,0.919,1.99306,5329.0,0.46032053130383077,7.945,7.474,188.35470833333332,84.67895555555556,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=154867950
TOI-1653.01,TIC 156724719,156724719.0,Candidate,10.95475,,,,,,,,,4140.0,3.775,,943.085,408.36,2020,,Transit,TESS,,,7106.5,,8.958,8.826,72.03183333333332,39.96693611111111,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=156724719
TOI-1654.01,TIC 258829450,258829450.0,Candidate,1.83509,3.17156,,0.2829223907225691,,,10.188340471102778,,0.0320559433379567,150.0,2.482,,1202.21,304.865,2020,,Transit,TESS,,2.56,5286.9,0.663979024711589,9.336,9.043,287.66654166666666,66.76808333333334,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=258829450
TOI-1655.01,TIC 266500992,266500992.0,Candidate,3.27767,3.6638126200000007,,0.32683431043710975,,,13.016304451898634,,0.04095366847653977,1050.0,3.071,0.04231637457161811,566.3056471065958,165.314,2020,,Transit,TESS,0.941,1.14586,5411.0,0.006067797797896799,9.641,9.228,61.17224999999999,52.256991666666664,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=266500992
TOI-1656.01,TIC 267694283,267694283.0,Candidate,,12.803769641269842,,1.142173919827818,,,1747.1152186257082,,5.497011668582916,6400.0,8.273,,1892.5,106.477,2020,,Transit,TESS,1.248,1.25666,6324.0,0.35709568844372813,7.99,7.66,63.23,53.68705,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=267694283
TOI-1658.01,TIC 286561122,286561122.0,Candidate,0.67994,7.855626238221476,,0.7007695127762245,,,47.5201102734861,,0.14951423803129377,670.0,1.907,0.017917806854493706,71705.88000457296,506.864,2020,,Transit,TESS,1.66,2.97877,7325.53,1.3621244715976997,9.425,9.095,65.87620833333332,35.495108333333334,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=286561122
TOI-1659.01,TIC 288631580,288631580.0,Candidate,5.877578,2.059293,,0.18370142729705616,,,4.894116092332707,,0.015398534097891034,407.219712,2.881905,0.06575591242349667,268.95592227855246,122.494,2020,,Transit,TESS,1.098,1.00568,5977.0,0.06555072843209757,9.034,8.702,277.92520833333333,82.30595,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=288631580
TOI-1661.01,TIC 312122956,312122956.0,Candidate,2.05287,,,,,,,,,910.0,2.876,,,4488.38,2020,,Transit,TESS,,,,,9.743,9.702,88.47595833333332,30.446041666666666,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=312122956
TOI-1664.01,TIC 353782445,353782445.0,Candidate,11.834942,2.543134,,0.22686297948260478,,,7.002914960245034,,0.022033524085973744,334.097148,2.378481,0.10709630092502977,201.72732136344544,143.031,2020,,Transit,TESS,1.17,1.33768,6155.0,0.36431366315414193,8.669,8.365,276.93787499999996,55.75575277777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=353782445
TOI-1669.01,TIC 428679607,428679607.0,Candidate,2.679485,2.248112,,0.2005452274754683,,,5.6801504195453285,,0.017871662270853378,431.30341,2.052011,0.0374628519073076,696.8095461952264,111.276,2020,,Transit,TESS,0.977,1.06961,5550.0,-0.009684237148446219,8.905,8.462,45.95645833333332,83.58742777777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=428679607
TOI-1670.01,TIC 441739020,441739020.0,Candidate,40.749442,11.05342,,0.9860321141837644,,,84.8568780760686,,0.26698825811304344,5962.151769,5.380765,0.25017452581684085,40.176429826225,168.067,2020,,Transit,TESS,1.258,1.31225,6345.0,0.4004575122625954,8.968,8.724,259.01724999999993,72.16118055555556,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=441739020
TOI-1670.02,TIC 441739020,441739020.0,Candidate,10.984217,2.422213,,0.21607609277430864,,,6.447016707346616,,0.02028448134961022,251.832483,3.074853,0.10439380098987323,230.73213840460235,168.067,2020,,Transit,TESS,1.258,1.31225,6345.0,0.4004575122625954,8.968,8.724,259.01724999999993,72.16118055555556,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=441739020
TOI-1675.01,TIC 81831095,81831095.0,Candidate,3.13282,7.368114810097087,,0.6572805361371173,,,42.62234351936709,,0.1341042177244662,1130.0,0.843,0.05020360126424661,4732.139669772683,399.401,2020,,Transit,TESS,1.72,2.05753,7478.0,1.0765272975864284,9.58,9.374,47.80662499999999,61.76238611111111,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=81831095
TOI-1677.01,TIC 87090944,87090944.0,Candidate,0.64367,5.100809925838926,,0.4550231869615456,,,22.82813999095659,,0.07182500075813042,800.0,0.548,0.014959492482882267,11020.314956086417,197.14,2020,,Transit,TESS,1.078,1.49305,5919.66,0.3920277263791676,9.421,9.042,58.48658333333332,58.9683,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=87090944
TOI-1678.01,TIC 96291218,96291218.0,Candidate,6.8561,20.29437632,,1.8103814736842103,,,52351.38313799492,,164.71504621336854,4930.0,2.688,,1560.25,391.546,2020,,Transit,TESS,,2.04508,8001.0,1.188692395004809,9.634,9.334,73.03479166666666,30.28038611111111,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=96291218
TOI-1680.01,TIC 259168516,259168516.0,Candidate,4.802622,1.504177,,0.13418171275646743,,,2.871195222960611,,0.009033745156091656,4889.765823,1.16718,0.0315977347409989,4.480841575732265,37.2209,2020,,Transit,TESS,0.182476,0.213459,3231.0,-2.3493285128479324,11.637,10.821,292.31395833333335,65.97380277777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=259168516
TOI-1681.01,TIC 321041369,321041369.0,Candidate,1.537559,3.26185,,0.29097680642283674,,,10.685659564197573,,0.033620676349613236,1136.563692,0.882337,0.026140253687301065,1168.4479298190695,153.896,2020,,Transit,TESS,1.008,0.925172,5672.47,-0.09777104048430303,9.798,9.416,81.67104166666665,56.963613888888894,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=321041369
TOI-1683.01,TIC 58542531,58542531.0,Candidate,3.057601,2.390933,,0.213285727029438,,,6.306303722431099,,0.019841751006610765,1195.177021,1.347379,0.036431076041617085,123.15133166295743,51.1884,2020,,Transit,TESS,0.69,0.695095,4402.0,-0.7866168898511305,8.824,8.085,65.97966666666666,27.822369444444444,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=58542531
TOI-1684.01,TIC 85031598,85031598.0,Candidate,1.155109,11.731358,,1.0465082961641392,,,12756.182503270202,,40.13523740134727,776.756455,1.475194,,2148.746507,87.5878,2020,,Transit,TESS,,2.98524,4815.0,0.6350383805784212,6.483,5.859,65.34608333333331,62.24520555555556,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=85031598
TOI-1686.01,TIC 102672709,102672709.0,Candidate,6.702137,3.717241,,0.33160044603033006,,,13.340205213412654,,0.041972769132594956,618.382483,3.901085,0.07318042966085,509.0013966824311,209.153,2020,,Transit,TESS,1.164,1.45858,6141.0,0.435508884049702,9.354,9.042,61.731124999999984,66.11959999999999,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=102672709
TOI-1687.01,TIC 103448870,103448870.0,Candidate,10.259582,3.660433,,0.32653282783229254,,,12.995926186466827,,0.040889551604527036,1286.148402,1.445688,0.0931368454650723,107.46053498206864,124.854,2020,,Transit,TESS,1.024,0.978325,5734.0,-0.030507952991165183,9.25,8.867,66.835,73.02368888888888,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=103448870
TOI-1688.01,TIC 121966220,121966220.0,Candidate,6.716659,23.578362,,2.103332917038358,,,62067.53639423733,,195.2853298752079,9802.458385,7.479329,0.07090075031077261,1156.4964569949445,472.704,2020,,Transit,TESS,1.054,2.3529,5843.0,0.7644459689195475,10.146,9.772,75.79783333333332,41.785783333333335,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=121966220
TOI-1689.01,TIC 198384408,198384408.0,Candidate,9.12381,2.047184,,0.18262123104371097,,,4.845356880502313,,0.015245121229910055,283.324087,5.118839,0.08429652275888339,149.73902793349262,26.9148,2020,,Transit,TESS,0.96,1.1485,5470.16,0.026954330070526545,5.62,5.23,257.7850833333333,56.658899999999996,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=198384408
TOI-1691.01,TIC 268334473,268334473.0,Candidate,16.736716,3.495124,,0.31178626226583406,,,12.015248226802225,,0.03780400914577675,1171.877059,4.965746,0.12936043891757643,59.721892245369965,111.445,2020,,Transit,TESS,1.031,1.00422,5759.0,-0.0002634795115151942,8.935,8.535,272.40412499999996,86.86034166666666,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=268334473
TOI-1692.01,TIC 288636342,288636342.0,Candidate,17.729029,5.146516,,0.45910044603033,,,23.176512930119237,,0.07292109910996206,1191.753905,6.421862,0.14731659661207458,162.82074238830148,341.119,2020,,Transit,TESS,1.357,1.45796,6554.0,0.5482130845800421,10.263,10.005,279.46437499999996,78.6111111111111,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=288636342
TOI-1692.02,TIC 288636342,288636342.0,Candidate,32.20708,9.89881942,,0.8830347386262266,,,70.36233456005469,,0.2213835527170333,2570.0,8.115,0.21932894253901006,73.45497158795837,341.119,2020,,Transit,TESS,1.357,1.45796,6554.0,0.5482130845800421,10.263,10.005,279.46437499999996,78.6111111111111,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=288636342
TOI-1693.01,TIC 353475866,353475866.0,Candidate,1.766881,1.478547,,0.13189536128456736,,,2.78862887882814,,0.008773963687594439,1005.84075,1.301748,0.022055643900424304,57.393946036276766,30.7947,2020,,Transit,TESS,0.4585,0.46126,3474.0,-1.554094432450146,9.192,8.331,90.30833333333332,34.773091666666666,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=353475866
TOI-1694.01,TIC 396740648,396740648.0,Candidate,3.77013,5.480027,,0.48885165031222116,,,25.783735504741955,,0.08112429759538733,4361.180108,2.851206,0.04481859255831281,196.58497063993812,124.68,2020,,Transit,TESS,0.845,0.81833,5058.0,-0.40353325955708924,9.957,9.425,97.74870833333333,66.36059444444444,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=396740648
TOI-1695.01,TIC 422756130,422756130.0,Candidate,3.134319,1.819166,,0.16228064228367528,,,3.9651099091788344,,0.01247556841449465,1208.584783,1.235136,0.033569620150949206,34.78421101065805,45.1309,2020,,Transit,TESS,0.513745,0.516105,3575.0,-1.4067249887953543,9.64,8.818,21.921749999999996,72.29661388888888,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=422756130
TOI-1696.01,TIC 470381900,470381900.0,Candidate,2.500715,2.968968,,0.264849955396967,,,9.108190736430165,,0.028657429243401082,11012.483893,0.984599,0.022849498180462308,13.899026100178098,64.9172,2020,,Transit,TESS,0.254505,0.280475,3181.0,-2.13926229642613,12.233,11.331,65.28066666666666,48.81983055555556,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=470381900
TOI-1697.01,TIC 1884091865,1884091865.0,Candidate,10.716396,3.689584,,0.32913327386262264,,,13.17213069132903,,0.04144395019768125,2546.952047,3.363347,0.08197742160728352,20.070580494629617,83.7441,2020,,Transit,TESS,0.64,0.739739,4067.0,-0.8700515572592145,,,290.10887499999995,61.08544722222222,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=1884091865
TOI-1698.01,TIC 190223929,190223929.0,Candidate,17.04198,,,,,,,,,3520.0,1.578,,236.097,756.791,2020,,Transit,TESS,,,7697.19,,10.417,10.264,98.50295833333331,41.90078333333333,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=190223929
TOI-1699.01,TIC 22705558,22705558.0,Candidate,4.54856,3.4691318512500002,,0.3094676049286351,,,11.863938133145782,,0.03732793673707888,1150.0,2.446,0.05379752346763742,343.57649576395164,205.283,2020,,Transit,TESS,1.004,1.03909,5654.41,-0.002451986770870785,10.251,9.852,125.18875,46.203605555555555,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=22705558
TOI-1701.01,TIC 274215536,274215536.0,Candidate,1.33418,4.9395242205,,0.4406355236842105,,,21.616206945254206,,0.06801185207580847,2470.0,1.115,0.021520461421466658,724.1199660545017,123.643,2020,,Transit,TESS,0.747,0.878958,4685.12,-0.4744863199608428,10.057,9.437,99.89820833333332,42.13133888888889,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=274215536
TOI-1703.01,TIC 453387619,453387619.0,Candidate,1.20143,9.785332346666667,,0.8729110032708891,,,68.99823754434402,,0.21709164504402992,2330.0,0.62,0.022321931985390436,2281.658891375853,198.501,2020,,Transit,TESS,1.028,1.07532,5747.59,0.05571427881436332,10.026,9.627,113.87437499999999,49.47806666666667,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=453387619
TOI-1704.01,TIC 95129101,95129101.0,Candidate,3.93064,11.62262279402985,,1.0368084562024844,,,15762.790671907193,,49.59503719569327,2090.0,2.722,0.0543979091270918,1048.1336309756896,343.469,2020,,Transit,TESS,1.39,1.33808,6621.86,0.4915810706079491,10.402,10.192,114.93287499999998,28.120147222222222,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=95129101
TOI-1705.01,TIC 137500798,137500798.0,Candidate,13.20692,4.776435966826348,,0.4260870621611371,,,20.418493730773875,,0.06424344376167723,790.0,4.959,0.12232413052269356,328.851829967751,335.518,2020,,Transit,TESS,1.4,1.66967,6653.0,0.6920245379024857,9.82,9.598,132.635,82.92711944444444,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=137500798
TOI-1706.01,TIC 230377505,230377505.0,Candidate,4.515422,1.887052,,0.1683364852809991,,,4.219584853075788,,0.013276232114890943,371.211531,2.833082,0.0533575793259922,293.82998050125815,161.185,2020,,Transit,TESS,0.994,0.965802,5617.0,-0.07751165627520383,9.825,9.468,285.2055833333333,60.233672222222225,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=230377505
TOI-1706.02,TIC 230377505,230377505.0,Candidate,7.405701,1.688351,,0.15061115075825154,,,3.493256351587484,,0.010990958536285072,290.920233,3.230284,0.07420639574455659,151.91675232446883,161.185,2020,,Transit,TESS,0.994,0.965802,5617.0,-0.07751165627520383,9.825,9.468,285.2055833333333,60.233672222222225,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=230377505
TOI-1707.01,TIC 240148934,240148934.0,Candidate,2.02365,5.95746561081081,,0.5314420705451213,,,29.71254162801388,,0.09348564209802059,1710.0,2.585,0.034774872854698644,3055.3668310757466,291.007,2020,,Transit,TESS,1.37,1.4782,6582.0,0.5675944611989455,9.861,9.605,101.38216666666665,31.465533333333333,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=240148934
TOI-1708.01,TIC 241173474,241173474.0,Candidate,11.44192,9.645093897580646,,0.8604008829242324,,,67.32778536748383,,0.2118358410706473,5510.0,3.841,0.10609572662439927,188.97234382385147,235.782,2020,,Transit,TESS,1.217,1.24034,6259.0,0.32779403271296986,9.872,9.562,116.10729166666665,43.009077777777776,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=241173474
TOI-1709.01,TIC 29119552,29119552.0,Candidate,7.62897,18.438234704999996,,1.6448023822479925,,,46951.028103344375,,147.72371426027868,10890.0,3.248,0.07994009571449129,521.7679139183068,268.655,2020,,Transit,TESS,1.171,1.60479,6157.0,0.5230066965107071,9.624,9.256,118.62983333333332,45.80784166666666,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=29119552
TOI-1710.01,TIC 445805961,445805961.0,Candidate,24.28313,5.389001005500001,,0.48073157943800177,,,25.060824542895144,,0.07884977674510003,3070.0,5.277,0.16465641748325816,32.89368876905569,81.2271,2020,,Transit,TESS,1.01,0.976913,5675.0,-0.049730097061179215,8.319,7.959,94.28383333333332,76.21101944444445,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=445805961
TOI-1712.01,TIC 67926921,67926921.0,Candidate,3.56681,20.545744208201892,,1.8328050141125685,,,53088.011088374034,,167.03272531974338,4060.0,4.241,0.052064573648263376,7275.373791026929,574.264,2020,,Transit,TESS,1.48,3.1703,6831.42,1.2949399439189948,9.541,9.353,127.94570833333334,44.83231388888889,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=67926921
TOI-1713.01,TIC 15863518,15863518.0,Candidate,0.557201,4.65369,,0.41513737734165923,,,19.53563754473383,,0.06146568147982831,1282.302537,0.804659,0.012582519356592832,3438.645847429902,138.371,2020,,Transit,TESS,0.856,0.946,5097.55,-0.26407733632397934,9.775,9.207,100.52058333333332,39.84290277777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=15863518
TOI-1715.01,TIC 142090065,142090065.0,Candidate,2.826937,8.169145,,0.7287372881355932,,,50.78468645223811,,0.15978569188634842,1179.100339,1.585326,0.04543701230895114,2475.06463640203,182.907,2020,,Transit,TESS,1.566,1.50581,7072.0,0.7084060786264803,8.595,8.503,79.0735,79.73772777777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=142090065
TOI-1716.01,TIC 14336130,14336130.0,Candidate,8.088417,2.741667,,0.24457332738626225,,,7.956170522838733,,0.02503278646710107,480.434844,3.326214,0.08053054760557851,253.11940911359278,104.158,2020,,Transit,TESS,1.065,1.23517,5878.6,0.21524675258082931,8.265,7.932,105.08333333333331,56.824194444444444,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=14336130
TOI-1717.01,TIC 149833117,149833117.0,Candidate,4.052173,13.928072,,1.2424685102586974,,,257.96935031030057,,0.8116582774133989,8564.570633,2.616625,0.05521907309075873,1016.4409137689219,188.086,2020,,Transit,TESS,1.368,1.35549,6578.0,0.4912603625119996,9.054,8.737,104.62854166666665,67.67733611111112,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=149833117
TOI-1718.01,TIC 257241363,257241363.0,Candidate,5.586947,4.042342,,0.36060142729705613,,,15.38094834700173,,0.04839363290753463,1855.085021,2.931427,0.06014678867516861,183.80087589169023,52.3044,2020,,Transit,TESS,0.93,0.939285,5378.0,-0.17722753398429753,7.579,7.136,112.01804166666665,30.321733333333334,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=257241363
TOI-1719.01,TIC 293617835,293617835.0,Candidate,2.756792,7.830963,,0.6985694023193576,,,47.267090011757965,,0.1487181512499071,340.806193,1.321287,0.040195062765290925,13364.62185956017,227.754,2020,,Transit,TESS,1.14,4.16547,6096.35,1.3343020975934243,7.229,6.913,135.2974583333333,55.85993888888889,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=293617835
TOI-1722.01,TIC 85242435,85242435.0,Candidate,9.606666,4.431151,,0.3952855486173059,,,17.976164280599676,,0.05655905446496453,1588.425674,3.934612,0.09297915563390818,176.96677448416585,136.419,2020,,Transit,TESS,1.162,1.09414,6137.0,0.18466293108120305,8.986,8.669,114.34520833333332,61.153925,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=85242435
TOI-1723.01,TIC 71431780,71431780.0,Candidate,13.726345,3.668968,,0.32729420160570916,,,13.047415379442757,,0.04105155391071566,856.534541,4.772907,0.11348849000387874,92.10071887385008,100.727,2020,,Transit,TESS,1.035,1.08725,5777.0,0.07416665529175438,8.478,8.133,116.79720833333332,68.47668333333334,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=71431780
TOI-1727.01,TIC 241225337,241225337.0,Candidate,1.832792,2.27447,,0.2028965209634255,,,5.79368022345891,,0.018228865190381367,502.107257,1.462677,0.029132720603823076,995.9225321697495,115.362,2020,,Transit,TESS,0.982,0.98869,5566.0,-0.07301235430062097,9.096,8.706,93.55854166666666,53.135925,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=241225337
TOI-1730.01,TIC 318022259,318022259.0,Candidate,6.222236,2.299128,,0.20509616413916146,,,5.900722338714236,,0.018565655660932687,1846.726827,2.262473,0.053545017595520175,16.52162138352291,35.6917,2020,,Transit,TESS,0.529004,0.532243,3691.0,-1.3245092033017114,9.061,8.212,107.86583333333333,48.327933333333334,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=318022259
TOI-1730.02,TIC 318022259,318022259.0,Candidate,2.155669,1.440684,,0.12851775200713647,,,2.6684723343797887,,0.00839591081515209,697.339279,1.615033,0.026412497179420746,67.9003275530018,35.6917,2020,,Transit,TESS,0.529004,0.532243,3691.0,-1.3245092033017114,9.061,8.212,107.86583333333333,48.327933333333334,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=318022259
TOI-1732.01,TIC 470987100,470987100.0,Candidate,4.121356,2.539205,,0.22651248884924172,,,6.984556250862649,,0.02197576141604836,1546.061523,2.00806,0.042755527582096345,44.510637827438686,74.7599,2020,,Transit,TESS,0.613891,0.632571,3876.0,-1.0895516427651013,10.13,9.255,111.80145833333331,53.04526944444444,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=470987100
TOI-1734.01,TIC 224596152,224596152.0,Candidate,28.875281,2.463278,,0.2197393398751115,,,6.633680442453701,,0.02087178819637448,571.714451,4.399681,0.18626278258025583,28.2066743371044,156.571,2020,,Transit,TESS,1.034,0.988898,5773.0,-0.00939594243583224,9.67,9.309,254.5032916666666,57.30526388888889,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=224596152
TOI-1735.01,TIC 365673804,365673804.0,Candidate,10.385734,2.538707,,0.22646806422836752,,,6.982230702457298,,0.02196844445916779,355.287225,3.265048,0.10167347685962225,237.76168760355918,99.4495,2020,,Transit,TESS,1.3,1.25978,6439.0,0.39055722483642286,7.861,7.615,313.33916666666664,64.22916666666667,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=365673804
TOI-1736.01,TIC 408618999,408618999.0,Candidate,7.07349,2.7332718978723403,,0.24382443335168066,,,7.914852864207343,,0.02490278722652784,380.0,3.649,0.07211477565096608,351.51981624327897,88.9482,2020,,Transit,TESS,1.0,1.4081,5656.0,0.26199832607272716,7.688,7.283,43.434458333333325,69.10134444444444,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=408618999
TOI-1737.01,TIC 233009109,233009109.0,Candidate,14.448131,3.129705,,0.2791886708296164,,,9.961115731983833,,0.03134101794035753,240.582611,6.497633,0.13011991160215913,398.8099976149929,177.63,2020,,Transit,TESS,1.408,1.94652,6669.0,0.8294535560760669,8.133,7.914,248.25324999999998,72.92553333333333,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=233009109
TOI-1738.01,TIC 104208182,104208182.0,Candidate,3.697386,3.586413,,0.3199297948260481,,,12.552902128473455,,0.03949564902140596,2875.239544,1.418252,0.04035449485515845,60.19096562166695,142.042,2020,,Transit,TESS,0.641329,0.6692,3948.0,-1.0086848587564026,11.31,10.457,54.50216666666666,50.95511388888889,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=104208182
TOI-1739.01,TIC 159418353,159418353.0,Candidate,8.30341,2.015675,,0.17981043710972344,,,4.719421975913658,,0.014848887694407885,616.533998,1.880584,0.07387048496874939,54.044728807076226,70.9819,2020,,Transit,TESS,0.78,0.780707,4814.0,-0.5303047576244166,8.982,8.388,240.17249999999999,83.25865833333333,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=159418353
TOI-1740.01,TIC 174041208,174041208.0,Candidate,19.428419,2.461646,,0.2195937555753791,,,6.62622032662161,,0.020848316164684296,850.412788,3.572715,0.13800621327839022,27.356002840611715,114.046,2020,,Transit,TESS,0.929,0.835173,5366.0,-0.28315008078234516,9.651,9.11,351.018,43.376669444444445,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=174041208
TOI-1741.01,TIC 198206613,198206613.0,Candidate,10.940714,1.293527,,0.11539045495093667,,,2.222375723296209,,0.00699234094734987,450.489088,2.632575,0.0848141880128682,16.401229534714275,61.9251,2020,,Transit,TESS,0.68,0.612052,4324.0,-0.9281865761519755,9.506,8.754,247.0434583333333,63.499097222222225,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=198206613
TOI-1742.01,TIC 219857012,219857012.0,Candidate,21.270741,2.366756,,0.21112899197145404,,,6.198419456543094,,0.019502310847129264,371.836492,6.378877,0.15123659737941708,56.08200719840834,72.8871,2020,,Transit,TESS,1.02,1.15853,5707.0,0.10813734433145912,7.646,7.335,257.328875,71.87667222222221,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=219857012
TOI-1743.01,TIC 219860288,219860288.0,Candidate,4.266058,1.82289,,0.16261284567350578,,,3.978900640126572,,0.012518958689005356,2358.315643,0.936477,0.034447843538150794,9.014404351418609,41.2758,2020,,Transit,TESS,0.299659,0.320089,3281.0,-1.9707388852091758,10.807,9.999,257.74733333333336,71.87220277777777,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=219860288
TOI-1744.01,TIC 229455001,229455001.0,Candidate,22.34119,2.721247,,0.2427517395182872,,,7.855824780925705,,0.024717065037679592,510.867411,2.819666,0.16409270014540447,63.32948994756536,114.39,2020,,Transit,TESS,1.181,1.13948,6179.0,0.23178451303159062,8.482,8.034,294.2910833333333,60.881302777777776,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=229455001
TOI-1745.01,TIC 232635922,232635922.0,Candidate,5.985115,3.663826,,0.3268355040142729,,,13.016385156039007,,0.04095392239888937,2581.955842,2.232247,0.04826741567088123,13.911240089248023,84.0287,2020,,Transit,TESS,0.418805,0.424468,3759.0,-1.489326061003292,11.518,10.756,281.13629166666664,54.9499,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=232635922
TOI-1746.01,TIC 232650365,232650365.0,Candidate,2.525314,1.591893,,0.1420065120428189,,,3.161213109221553,,0.009946238898850181,1313.045621,0.945823,0.02681233620605174,26.276258210126954,62.55347,2020,,Transit,TESS,0.403244,0.410465,3340.0,-1.7237671661330594,10.277,9.501,281.76770833333336,54.91068055555555,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=232650365
TOI-1747.01,TIC 233071822,233071822.0,Candidate,2.754791,1.324237,,0.1181299732381802,,,2.31269502959579,,0.007276515840530441,365.979543,0.941912,0.03398421385986002,147.00789281552608,70.1306,2020,,Transit,TESS,0.69,0.697932,4435.0,-0.7701048913613369,9.476,8.718,270.8060416666666,60.67519166666666,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=233071822
TOI-1748.01,TIC 233071926,233071926.0,Candidate,1.831887,1.528908,,0.13638786797502228,,,2.951801757172989,,0.00928736040390457,405.083016,1.397648,0.027142921510912743,407.6220913091142,101.084,2020,,Transit,TESS,0.795,0.768226,4875.0,-0.522429105499363,9.753,9.156,270.73929166666665,60.41763888888889,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=233071926
